	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_WORD_IGNORANCE	TOTAL_SUCCESSES_IN_WORD_IGNORANCE	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
3257	GO_0043171	peptide catabolic process	1.0	51868	1	33885	0	1.0	False	1.0	False
3355	CHEBI_27415	(+-)-2-(4'-isobutylphenyl)propionitrile	1.0	51868	1	33885	0	1.0	False	1.0	False
3354	GO_0043624	cellular protein complex disassembly	1.0	51868	1	33885	0	1.0	False	1.0	False
10563	PR_000014775	pulmonary surfactant-associated protein D	1.0	51868	2	33885	0	1.0	False	1.0	False
2834	CHEBI_35435	4'-aminobiphenyl-4-ol	1.0	51868	1	33885	0	1.0	False	1.0	False
10633	GO_0005682	U5 snRNP	1.0	51868	4	33885	0	1.0	False	1.0	False
10483	GO_0002074	extraocular skeletal muscle development	1.0	51868	1	33885	0	1.0	False	1.0	False
2887	UBERON_0022361	lung field	1.0	51868	1	33885	0	1.0	False	1.0	False
2891	SO_0001479	enhancer_trap_construct	1.0	51868	1	33885	0	1.0	False	1.0	False
2892	CHEBI_82170	Allidochlor	1.0	51868	8	33885	0	1.0	False	1.0	False
2896	PR_000008480	histone deacetylase 11	1.0	51868	2	33885	0	1.0	False	1.0	False
2899	CHEBI_68888	benarthin	1.0	51868	1	33885	0	1.0	False	1.0	False
2901	UBERON_0001411	basilic vein	1.0	51868	1	33885	0	1.0	False	1.0	False
2904	GO_0006663	platelet activating factor biosynthetic process	1.0	51868	1	33885	0	1.0	False	1.0	False
3610	CHEBI_38904	potassium cyanate	1.0	51868	1	33885	0	1.0	False	1.0	False
2906	CHEBI_36380	emetan	1.0	51868	1	33885	0	1.0	False	1.0	False
2908	CHEBI_59778	8-chlorotheophylline(1-)	1.0	51868	1	33885	0	1.0	False	1.0	False
10700	GO_0009266	response to temperature stimulus	1.0	51868	1	33885	0	1.0	False	1.0	False
10448	CHEBI_2781	apocynin	1.0	51868	1	33885	0	1.0	False	1.0	False
2917	PR_000016719	tumor susceptibility gene 101 protein	1.0	51868	1	33885	0	1.0	False	1.0	False
10697	CHEBI_80751	Goitrin	1.0	51868	1	33885	0	1.0	False	1.0	False
10696	CHEBI_15966	D-glutamic acid	1.0	51868	1	33885	0	1.0	False	1.0	False
3597	UBERON_0010896	piston cartilage	1.0	51868	2	33885	0	1.0	False	1.0	False
10695	UBERON_0008426	transverse foramen of atlas	1.0	51868	1	33885	0	1.0	False	1.0	False
2920	CHEBI_7440	NOP	1.0	51868	2	33885	0	1.0	False	1.0	False
2923	UBERON_0015143	mesenteric fat pad	1.0	51868	3	33885	0	1.0	False	1.0	False
2926	CL_0000311	keratin accumulating cell	1.0	51868	1	33885	0	1.0	False	1.0	False
2928	PR_000015069	solute carrier family 2, facilitated glucose transporter member 6	1.0	51868	1	33885	0	1.0	False	1.0	False
10690	CHEBI_25822	p-cumate	1.0	51868	1	33885	0	1.0	False	1.0	False
2929	CHEBI_16379	Co-methyl-Co-5-hydroxybenzimidazolylcob(III)amide	1.0	51868	1	33885	0	1.0	False	1.0	False
3594	UBERON_0005394	cortical layer V	1.0	51868	1	33885	0	1.0	False	1.0	False
2931	UBERON_0004502	skeletal muscle tissue of biceps brachii	1.0	51868	1	33885	0	1.0	False	1.0	False
10451	CHEBI_22908	borate	1.0	51868	1	33885	0	1.0	False	1.0	False
2939	PR_000009673	La-related protein 7	1.0	51868	1	33885	0	1.0	False	1.0	False
10685	CHEBI_31997	N,N-dimethylethanolamine phosphate	1.0	51868	1	33885	0	1.0	False	1.0	False
10684	PR_000005050	kinetochore scaffold 1	1.0	51868	3	33885	0	1.0	False	1.0	False
10710	CHEBI_6614	MC-5127	1.0	51868	1	33885	0	1.0	False	1.0	False
3588	PR_000002312	caspase-3	1.0	51868	1	33885	0	1.0	False	1.0	False
3625	PR_000001509	probable G-protein coupled receptor 146	1.0	51868	1	33885	0	1.0	False	1.0	False
3634	CHEBI_75958	solution	1.0	51868	165	33885	29	1.0	False	1.0	False
3662	CHEBI_23618	deoxycortisol	1.0	51868	2	33885	0	1.0	False	1.0	False
2845	PR_000010978	nucleosome assembly protein 1-like 4	1.0	51868	1	33885	0	1.0	False	1.0	False
10736	PR_000005267	cyclin-dependent kinase 9	1.0	51868	1	33885	0	1.0	False	1.0	False
3658	CHEBI_2704	anastrozole	1.0	51868	6	33885	0	1.0	False	1.0	False
10734	UBERON_0002328	notochord	1.0	51868	1	33885	0	1.0	False	1.0	False
10733	CHEBI_77866	1,1'-hexadecane-1,16-diylbis(1-methylpyrrolidinium)	1.0	51868	1	33885	0	1.0	False	1.0	False
10732	GO_0046755	viral budding	1.0	51868	1	33885	0	1.0	False	1.0	False
10731	CHEBI_5944	Inumakilactone A glycoside	1.0	51868	1	33885	0	1.0	False	1.0	False
3657	PR_000007940	FAD-linked sulfhydryl oxidase ALR	1.0	51868	1	33885	0	1.0	False	1.0	False
2862	CHEBI_38500	EC 1.9.3.1 (cytochrome c oxidase) inhibitor	1.0	51868	1	33885	0	1.0	False	1.0	False
10728	CHEBI_63746	TRIBOA	1.0	51868	1	33885	0	1.0	False	1.0	False
10727	CHEBI_51142	amino groups	1.0	51868	1	33885	0	1.0	False	1.0	False
2863	GO_0019668	anaerobic catabolism of pairs of amino acids	1.0	51868	1	33885	0	1.0	False	1.0	False
3652	CHEBI_52736	FluorX	1.0	51868	1	33885	0	1.0	False	1.0	False
2864	CHEBI_64644	3-(glycinocarbonyl)phenylazo group	1.0	51868	1	33885	0	1.0	False	1.0	False
3647	UBERON_0000998	seminal vesicle	1.0	51868	1	33885	0	1.0	False	1.0	False
3643	PR_000000363	smad1	1.0	51868	1	33885	0	1.0	False	1.0	False
2866	PR_000032555	protein FAM133A	1.0	51868	1	33885	0	1.0	False	1.0	False
2867	CHEBI_9383	THTA	1.0	51868	1	33885	0	1.0	False	1.0	False
2868	PR_000001682	vasopressin V1b receptor	1.0	51868	2	33885	0	1.0	False	1.0	False
2869	SO_0000112	primer	1.0	51868	129	33885	10	1.0	False	1.0	False
10720	GO_0033580	protein galactosylation at cell surface	1.0	51868	1	33885	0	1.0	False	1.0	False
10719	CHEBI_23217	cholines	1.0	51868	2	33885	0	1.0	False	1.0	False
2872	GO_0051594	detection of glucose	1.0	51868	1	33885	0	1.0	False	1.0	False
2876	GO_0045252	oxoglutarate dehydrogenase complex	1.0	51868	1	33885	0	1.0	False	1.0	False
2877	GO_0009560	embryo sac egg cell differentiation	1.0	51868	1	33885	0	1.0	False	1.0	False
2878	CHEBI_15555	prostaglandin D2	1.0	51868	1	33885	0	1.0	False	1.0	False
10713	CL_0002614	neuron of the substantia nigra	1.0	51868	1	33885	0	1.0	False	1.0	False
2883	GO_0007491	sternite morphogenesis	1.0	51868	1	33885	0	1.0	False	1.0	False
3626	UBERON_2000691	supraorbital bone	1.0	51868	1	33885	0	1.0	False	1.0	False
3062	UBERON_0001238	lamina propria of small intestine	1.0	51868	1	33885	0	1.0	False	1.0	False
3587	GO_0044222	anammoxosome	1.0	51868	1	33885	0	1.0	False	1.0	False
3581	CHEBI_8113	phlorizin	1.0	51868	2	33885	0	1.0	False	1.0	False
3011	UBERON_0003033	suprageniculate nucleus of thalamus	1.0	51868	3	33885	0	1.0	False	1.0	False
3514	CHEBI_83151	glycyl-AMP(1-) residue	1.0	51868	1	33885	0	1.0	False	1.0	False
3513	GO_0010567	regulation of ketone catabolic process	1.0	51868	1	33885	0	1.0	False	1.0	False
3017	CHEBI_85388	tiagabine hydrochloride	1.0	51868	1	33885	0	1.0	False	1.0	False
3018	GO_0042475	odontogenesis of dentin-containing tooth	1.0	51868	1	33885	0	1.0	False	1.0	False
3509	CHEBI_27773	cis-3-enoyl-CoA	1.0	51868	1	33885	0	1.0	False	1.0	False
10654	UBERON_0001516	abdominal aorta	1.0	51868	1	33885	0	1.0	False	1.0	False
3507	CHEBI_53420	poly(N-vinylimidazole) macromolecule	1.0	51868	1	33885	0	1.0	False	1.0	False
10653	GO_0005835	fatty acid synthase complex	1.0	51868	1	33885	0	1.0	False	1.0	False
10477	GO_0008541	proteasome regulatory particle, lid subcomplex	1.0	51868	1	33885	0	1.0	False	1.0	False
3498	PR_000009693	transcription factor LBX1	1.0	51868	1	33885	0	1.0	False	1.0	False
10479	CHEBI_35673	abietane	1.0	51868	1	33885	0	1.0	False	1.0	False
3020	PR_000013255	protein arginine N-methyltransferase 5	1.0	51868	2	33885	0	1.0	False	1.0	False
3021	UBERON_0003055	periderm	1.0	51868	4	33885	0	1.0	False	1.0	False
10649	CHEBI_33574	4-methylthio-2-oxobutanoic acid	1.0	51868	1	33885	0	1.0	False	1.0	False
3025	CHEBI_48854	sulfurous acid	1.0	51868	1	33885	0	1.0	False	1.0	False
3026	CHEBI_22649	arylpyrone	1.0	51868	1	33885	0	1.0	False	1.0	False
10646	CL_0000696	PP cell	1.0	51868	2	33885	0	1.0	False	1.0	False
10481	GO_0006236	cytidine salvage	1.0	51868	1	33885	0	1.0	False	1.0	False
3027	CHEBI_15620	N-ethylglycine	1.0	51868	1	33885	0	1.0	False	1.0	False
3493	PR_000014891	NAD-dependent deacetylase sirtuin-5	1.0	51868	1	33885	0	1.0	False	1.0	False
3031	PR_000007329	Fas apoptotic inhibitory molecule 3	1.0	51868	1	33885	0	1.0	False	1.0	False
3037	CHEBI_35808	citrate(2-)	1.0	51868	1	33885	0	1.0	False	1.0	False
3040	PR_000014690	serpin B10	1.0	51868	1	33885	0	1.0	False	1.0	False
3044	CHEBI_25962	phenanthrol	1.0	51868	1	33885	0	1.0	False	1.0	False
3048	GO_0031561	cellular bud tip polarisome	1.0	51868	1	33885	0	1.0	False	1.0	False
3051	CHEBI_27432	alpha-linolenic acid	1.0	51868	2	33885	0	1.0	False	1.0	False
3054	PR_000001311	adhesion G protein-coupled receptor E5	1.0	51868	1	33885	0	1.0	False	1.0	False
10635	CHEBI_17959	oxidized Renilla luciferin	1.0	51868	1	33885	0	1.0	False	1.0	False
10660	GO_0046777	protein autophosphorylation	1.0	51868	1	33885	0	1.0	False	1.0	False
3582	GO_0002773	B cell inhibitory signaling pathway	1.0	51868	1	33885	0	1.0	False	1.0	False
2999	CL_0010022	cardiac neuron	1.0	51868	1	33885	0	1.0	False	1.0	False
3525	GO_0033529	raffinose biosynthetic process	1.0	51868	1	33885	0	1.0	False	1.0	False
10681	GO_0002552	serotonin secretion by mast cell	1.0	51868	1	33885	0	1.0	False	1.0	False
10456	GO_0005794	Golgi apparatus	1.0	51868	1	33885	0	1.0	False	1.0	False
2947	PR_000009799	leukemia inhibitory factor	1.0	51868	1	33885	0	1.0	False	1.0	False
3578	GO_0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	1.0	51868	1	33885	0	1.0	False	1.0	False
2951	CHEBI_71047	3-hydroxybenzenesulfonic acid	1.0	51868	1	33885	0	1.0	False	1.0	False
2955	PR_000008430	E3 ubiquitin-protein ligase HACE1	1.0	51868	2	33885	0	1.0	False	1.0	False
3577	PR_000004411	autophagy-related protein 2 homolog A	1.0	51868	2	33885	0	1.0	False	1.0	False
3572	CHEBI_34591	bromodichloromethane	1.0	51868	1	33885	0	1.0	False	1.0	False
10460	CHEBI_37043	pyrimidine 2'-deoxyribonucleoside 5'-triphosphate	1.0	51868	1	33885	0	1.0	False	1.0	False
2956	CHEBI_48518	3-isobutyl-1-methylxanthine	1.0	51868	1	33885	0	1.0	False	1.0	False
2958	CHEBI_35571	mancude organic heterocyclic parent	1.0	51868	1	33885	0	1.0	False	1.0	False
2960	CHEBI_27130	trimethylarsine	1.0	51868	1	33885	0	1.0	False	1.0	False
3554	CHEBI_32158	streptomycin sulfate	1.0	51868	1	33885	0	1.0	False	1.0	False
3551	CHEBI_83539	bisperfluorooctyl phosphate	1.0	51868	1	33885	0	1.0	False	1.0	False
2966	CHEBI_3088	bilanafos	1.0	51868	1	33885	0	1.0	False	1.0	False
10464	UBERON_0001944	pretectal region	1.0	51868	1	33885	0	1.0	False	1.0	False
3549	UBERON_0002206	mammillary body	1.0	51868	1	33885	0	1.0	False	1.0	False
3547	GO_0030077	plasma membrane light-harvesting complex	1.0	51868	1	33885	0	1.0	False	1.0	False
2972	PR_000016263	transcription factor AP-2-alpha	1.0	51868	1	33885	0	1.0	False	1.0	False
3537	CHEBI_22525	aminopropionitrile	1.0	51868	1	33885	0	1.0	False	1.0	False
2974	CHEBI_34975	sennoside B	1.0	51868	1	33885	0	1.0	False	1.0	False
2975	CHEBI_68071	chrysogeside C	1.0	51868	1	33885	0	1.0	False	1.0	False
10667	PR_000029413	putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	1.0	51868	1	33885	0	1.0	False	1.0	False
10666	GO_0042580	mannosome	1.0	51868	1	33885	0	1.0	False	1.0	False
2982	CHEBI_48559	phenylindole	1.0	51868	1	33885	0	1.0	False	1.0	False
2984	CHEBI_33761	pentonate	1.0	51868	1	33885	0	1.0	False	1.0	False
2992	UBERON_0010366	conjunctival vasculature	1.0	51868	1	33885	0	1.0	False	1.0	False
2993	CHEBI_29668	Pulvomycin	1.0	51868	1	33885	0	1.0	False	1.0	False
3530	UBERON_0005486	venous dural sinus	1.0	51868	3	33885	0	1.0	False	1.0	False
3524	CHEBI_34980	Stenbolone	1.0	51868	1	33885	0	1.0	False	1.0	False
8697	PR_000000182	TGF-beta 1	1.0	51868	2	33885	0	1.0	False	1.0	False
2038	UBERON_0000053	macula lutea	1.0	51868	4	33885	0	1.0	False	1.0	False
2349	CHEBI_86319	25-hydroxyvitamin D2	1.0	51868	2	33885	0	1.0	False	1.0	False
689	CHEBI_39992	3-methylcytosine	1.0	51868	1	33885	0	1.0	False	1.0	False
11439	37	ACADVL (human)	1.0	51868	4	33885	0	1.0	False	1.0	False
688	14	AAMP (human)	1.0	51868	5	33885	0	1.0	False	1.0	False
685	CHEBI_30396	phenyl group	1.0	51868	2	33885	0	1.0	False	1.0	False
682	UBERON_0015147	pinna hair	1.0	51868	1	33885	0	1.0	False	1.0	False
680	GO_0032493	response to bacterial lipoprotein	1.0	51868	1	33885	0	1.0	False	1.0	False
672	GO_0007120	axial cellular bud site selection	1.0	51868	1	33885	0	1.0	False	1.0	False
671	UBERON_0002667	lateral septal nucleus	1.0	51868	1	33885	0	1.0	False	1.0	False
670	GO_0007225	patched ligand maturation	1.0	51868	1	33885	0	1.0	False	1.0	False
11448	GO_0019485	beta-alanine catabolic process to L-alanine	1.0	51868	1	33885	0	1.0	False	1.0	False
669	CHEBI_17709	5'-adenylyl sulfate	1.0	51868	1	33885	0	1.0	False	1.0	False
667	PR_000001855	fractalkine	1.0	51868	1	33885	0	1.0	False	1.0	False
666	GO_0042757	giant axon	1.0	51868	1	33885	0	1.0	False	1.0	False
651	UBERON_0002487	tooth cavity	1.0	51868	2	33885	0	1.0	False	1.0	False
11454	UBERON_0010061	lumen of nasopharynx	1.0	51868	2	33885	0	1.0	False	1.0	False
11455	UBERON_0006472	Brodmann (1909) area 6	1.0	51868	2	33885	0	1.0	False	1.0	False
650	GO_0051294	establishment of spindle orientation	1.0	51868	2	33885	0	1.0	False	1.0	False
701	UBERON_0006333	snout	1.0	51868	1	33885	0	1.0	False	1.0	False
11458	CHEBI_48525	calcimimetic	1.0	51868	1	33885	0	1.0	False	1.0	False
708	CHEBI_47870	(methylthio)acetic acid	1.0	51868	1	33885	0	1.0	False	1.0	False
711	UBERON_0002123	cortex of thymus	1.0	51868	1	33885	0	1.0	False	1.0	False
772	GO_0032660	regulation of interleukin-17 production	1.0	51868	1	33885	0	1.0	False	1.0	False
766	UBERON_0006722	manubrium of malleus	1.0	51868	1	33885	0	1.0	False	1.0	False
761	GO_0006407	rRNA export from nucleus	1.0	51868	1	33885	0	1.0	False	1.0	False
11416	GO_0002517	T cell tolerance induction	1.0	51868	1	33885	0	1.0	False	1.0	False
759	SO_0000274	snRNA	1.0	51868	2	33885	0	1.0	False	1.0	False
11418	PR_000004110	AP-3 complex subunit sigma-2	1.0	51868	1	33885	0	1.0	False	1.0	False
758	GO_0022613	ribonucleoprotein complex biogenesis	1.0	51868	2	33885	0	1.0	False	1.0	False
750	CHEBI_90005	4-Hydroxyisovaleric acid	1.0	51868	1	33885	0	1.0	False	1.0	False
11421	CHEBI_75050	chromogenic compound	1.0	51868	1	33885	0	1.0	False	1.0	False
748	PR_000010693	NADH-ubiquinone oxidoreductase chain 5	1.0	51868	2	33885	0	1.0	False	1.0	False
744	CHEBI_66036	(2S)-2'-hydroxy-7,8,3',4',5'-pentamethoxyflavan	1.0	51868	1	33885	0	1.0	False	1.0	False
729	UBERON_0014683	parasymphisial tooth whorl	1.0	51868	1	33885	0	1.0	False	1.0	False
721	UBERON_0008909	perichordal bone	1.0	51868	2	33885	0	1.0	False	1.0	False
11428	GO_0032688	negative regulation of interferon-beta production	1.0	51868	1	33885	0	1.0	False	1.0	False
717	GO_0006516	glycoprotein catabolic process	1.0	51868	1	33885	0	1.0	False	1.0	False
11431	UBERON_0010233	stroma of thyroid gland	1.0	51868	1	33885	0	1.0	False	1.0	False
713	PR_000007383	F-box/LRR-repeat protein 5	1.0	51868	1	33885	0	1.0	False	1.0	False
710	GO_0039719	tube viral factory	1.0	51868	1	33885	0	1.0	False	1.0	False
776	PR_000012203	proteasomal ATPase-associated factor 1	1.0	51868	2	33885	0	1.0	False	1.0	False
648	PR_000009266	calcium-activated potassium channel subunit beta-1	1.0	51868	1	33885	0	1.0	False	1.0	False
643	UBERON_0006676	muscularis mucosa	1.0	51868	1	33885	0	1.0	False	1.0	False
561	PR_000013430	parathyroid hormone/parathyroid hormone-related peptide receptor	1.0	51868	1	33885	0	1.0	False	1.0	False
11486	UBERON_2000913	molecular layer valvula cerebelli	1.0	51868	1	33885	0	1.0	False	1.0	False
11487	UBERON_0013174	sigmoid process of tympanic bone	1.0	51868	1	33885	0	1.0	False	1.0	False
11488	GO_0035358	regulation of peroxisome proliferator activated receptor signaling pathway	1.0	51868	1	33885	0	1.0	False	1.0	False
558	CL_0000871	splenic macrophage	1.0	51868	1	33885	0	1.0	False	1.0	False
556	CHEBI_17837	D-tagatose 6-phosphate	1.0	51868	1	33885	0	1.0	False	1.0	False
553	CHEBI_30954	pyridazine	1.0	51868	2	33885	0	1.0	False	1.0	False
550	UBERON_0001173	biliary tree	1.0	51868	2	33885	0	1.0	False	1.0	False
548	CHEBI_15946	keto-D-fructose 6-phosphate	1.0	51868	3	33885	0	1.0	False	1.0	False
11495	CHEBI_67462	3-epi-caryoptin	1.0	51868	3	33885	0	1.0	False	1.0	False
546	GO_0002449	lymphocyte mediated immunity	1.0	51868	1	33885	0	1.0	False	1.0	False
543	PR_000006450	diacylglycerol kinase theta	1.0	51868	3	33885	0	1.0	False	1.0	False
534	PR_000005959	cysteine and glycine-rich protein 2	1.0	51868	5	33885	0	1.0	False	1.0	False
11500	PR_000005878	cysteine-rich secretory protein 1	1.0	51868	2	33885	0	1.0	False	1.0	False
529	GO_0060438	trachea development	1.0	51868	1	33885	0	1.0	False	1.0	False
524	CHEBI_29209	dithionate(2-)	1.0	51868	1	33885	0	1.0	False	1.0	False
522	CHEBI_66739	Peucedanone	1.0	51868	1	33885	0	1.0	False	1.0	False
569	GO_0061584	hypocretin secretion	1.0	51868	1	33885	0	1.0	False	1.0	False
647	CHEBI_15377	water	1.0	51868	2218	33885	968	1.0	False	1.0	False
588	GO_0034108	positive regulation of erythrocyte clearance	1.0	51868	1	33885	0	1.0	False	1.0	False
591	CHEBI_8776	ranitidine	1.0	51868	1	33885	0	1.0	False	1.0	False
11463	GO_0046630	gamma-delta T cell proliferation	1.0	51868	1	33885	0	1.0	False	1.0	False
637	CHEBI_22881	biopterins	1.0	51868	1	33885	0	1.0	False	1.0	False
636	CHEBI_33837	conjugated protein	1.0	51868	1	33885	0	1.0	False	1.0	False
635	CHEBI_53692	sodium amidotrizoate	1.0	51868	1	33885	0	1.0	False	1.0	False
11467	CHEBI_9672	triangularine	1.0	51868	1	33885	0	1.0	False	1.0	False
633	CHEBI_52171	hydrabamine(2+)	1.0	51868	1	33885	0	1.0	False	1.0	False
630	CHEBI_76201	clonixin lysine salt	1.0	51868	1	33885	0	1.0	False	1.0	False
628	CL_0000032	neuroplacodal cell	1.0	51868	1	33885	0	1.0	False	1.0	False
624	GO_0008344	adult locomotory behavior	1.0	51868	1	33885	0	1.0	False	1.0	False
620	CHEBI_32255	Trepibutone	1.0	51868	1	33885	0	1.0	False	1.0	False
613	CHEBI_36254	isocrotonate	1.0	51868	1	33885	0	1.0	False	1.0	False
608	CHEBI_63614	olsalazine sodium	1.0	51868	1	33885	0	1.0	False	1.0	False
605	CHEBI_7773	Ondansetron	1.0	51868	1	33885	0	1.0	False	1.0	False
11477	PR_000017400	WD repeat-containing protein 82	1.0	51868	1	33885	0	1.0	False	1.0	False
599	CL_1001578	vagina squamous cell	1.0	51868	1	33885	0	1.0	False	1.0	False
598	PR_000035364	histone H3-like centromeric protein A, initiator methionine removed phosphorylated 1 (human)	1.0	51868	1	33885	0	1.0	False	1.0	False
595	UBERON_2000324	caudal periventricular hypothalamus	1.0	51868	1	33885	0	1.0	False	1.0	False
589	CHEBI_53741	N-acetyltyrosine-4-azobenzenearsonic acid	1.0	51868	1	33885	0	1.0	False	1.0	False
11504	CHEBI_68451	alpha-hydroxyhippuric acid	1.0	51868	1	33885	0	1.0	False	1.0	False
785	CHEBI_29073	L-ascorbic acid	1.0	51868	3	33885	0	1.0	False	1.0	False
798	CHEBI_82263	Dibutyl succinate	1.0	51868	1	33885	0	1.0	False	1.0	False
1059	SO_0001586	non_conservative_missense_variant	1.0	51868	1	33885	0	1.0	False	1.0	False
1048	CHEBI_17549	5-aminolevulinic acid	1.0	51868	1	33885	0	1.0	False	1.0	False
1047	CHEBI_72755	kanamycin C(4+)	1.0	51868	2	33885	0	1.0	False	1.0	False
1037	CHEBI_34922	picloram	1.0	51868	1	33885	0	1.0	False	1.0	False
1036	GO_0018980	2,4,5-trichlorophenoxyacetic acid metabolic process	1.0	51868	1	33885	0	1.0	False	1.0	False
1032	UBERON_0009539	mesenchyme of submandibular gland primordium	1.0	51868	1	33885	0	1.0	False	1.0	False
11343	GO_0090475	lys-lys specific dibasic protein processing	1.0	51868	1	33885	0	1.0	False	1.0	False
1016	CHEBI_50881	helical rosette nanotube	1.0	51868	1	33885	0	1.0	False	1.0	False
1006	CHEBI_5063	fipronil	1.0	51868	1	33885	0	1.0	False	1.0	False
1005	UBERON_2001425	basal plate cartilage	1.0	51868	1	33885	0	1.0	False	1.0	False
11349	PR_000013133	neurabin-2	1.0	51868	16	33885	0	1.0	False	1.0	False
1001	CHEBI_16928	ferrocytochrome c	1.0	51868	1	33885	0	1.0	False	1.0	False
1000	PR_000016029	transcription initiation factor TFIID subunit 5	1.0	51868	1	33885	0	1.0	False	1.0	False
991	PR_000029393	probable ATP-dependent RNA helicase DDX56	1.0	51868	2	33885	0	1.0	False	1.0	False
982	CHEBI_60333	1-erythrosylbenzimidazole	1.0	51868	1	33885	0	1.0	False	1.0	False
974	CHEBI_50050	cystinyl group	1.0	51868	1	33885	0	1.0	False	1.0	False
973	PR_000013086	peptidyl-prolyl cis-trans isomerase-like 4	1.0	51868	1	33885	0	1.0	False	1.0	False
1060	GO_0042038	peptidyl-histidine methylation, to form tele-methylhistidine	1.0	51868	1	33885	0	1.0	False	1.0	False
964	CHEBI_63747	6-{[5-(p-nitrophenoxy)-5-oxopentanoyl]amino}hexanoic acid	1.0	51868	1	33885	0	1.0	False	1.0	False
1061	PR_000015839	ATP-dependent RNA helicase SUPV3L1, mitochondrial	1.0	51868	1	33885	0	1.0	False	1.0	False
1072	CL_0002181	mucus neck cell of gastric gland	1.0	51868	1	33885	0	1.0	False	1.0	False
1150	GO_0048251	elastic fiber assembly	1.0	51868	1	33885	0	1.0	False	1.0	False
1144	PR_000008758	heparan sulfate glucosamine 3-O-sulfotransferase 1	1.0	51868	3	33885	0	1.0	False	1.0	False
1143	PR_000017403	Wee1-like protein kinase	1.0	51868	2	33885	0	1.0	False	1.0	False
1136	SO_0000467	post_translationally_regulated_by_protein_stability	1.0	51868	1	33885	0	1.0	False	1.0	False
11317	PR_000010714	protein LYRIC	1.0	51868	1	33885	0	1.0	False	1.0	False
1135	PR_000008220	GRB2-related adapter protein 2	1.0	51868	1	33885	0	1.0	False	1.0	False
1133	PR_000005319	cadherin EGF LAG seven-pass G-type receptor 2	1.0	51868	6	33885	0	1.0	False	1.0	False
1131	CHEBI_79381	A-factor	1.0	51868	1	33885	0	1.0	False	1.0	False
1120	PR_000008948	insulin-like growth factor-binding protein 2	1.0	51868	1	33885	0	1.0	False	1.0	False
1115	GO_1990677	mitochondrial inner membrane assembly complex	1.0	51868	1	33885	0	1.0	False	1.0	False
1109	GO_0009828	plant-type cell wall loosening	1.0	51868	1	33885	0	1.0	False	1.0	False
1104	CL_0002600	smooth muscle cell of trachea	1.0	51868	1	33885	0	1.0	False	1.0	False
1095	GO_0019458	methionine catabolic process via 2-oxobutanoate	1.0	51868	5	33885	0	1.0	False	1.0	False
1092	PR_000010193	mannan-binding lectin serine protease 1	1.0	51868	1	33885	0	1.0	False	1.0	False
1088	CHEBI_27771	16alpha-hydroxydehydroepiandrosterone	1.0	51868	1	33885	0	1.0	False	1.0	False
1087	PR_000012591	pepsin A-5	1.0	51868	1	33885	0	1.0	False	1.0	False
1080	CHEBI_51114	copper(I) sulfide	1.0	51868	2	33885	0	1.0	False	1.0	False
1064	PR_000004319	beta-arrestin-1	1.0	51868	1	33885	0	1.0	False	1.0	False
791	GO_0035507	regulation of myosin-light-chain-phosphatase activity	1.0	51868	2	33885	0	1.0	False	1.0	False
961	UBERON_0001404	radial artery	1.0	51868	2	33885	0	1.0	False	1.0	False
949	PR_000012939	RNA-binding protein PNO1	1.0	51868	2	33885	0	1.0	False	1.0	False
853	PR_000029977	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	1.0	51868	1	33885	0	1.0	False	1.0	False
852	CL_0000624	CD4-positive, alpha-beta T cell	1.0	51868	1	33885	0	1.0	False	1.0	False
851	PR_000008447	hyaluronan and proteoglycan link protein 4	1.0	51868	1	33885	0	1.0	False	1.0	False
844	GO_0002369	T cell cytokine production	1.0	51868	2	33885	0	1.0	False	1.0	False
11391	CHEBI_4798	entacapone	1.0	51868	1	33885	0	1.0	False	1.0	False
837	CHEBI_5542	grayanotoxin I	1.0	51868	1	33885	0	1.0	False	1.0	False
833	PR_000004221	Rho GTPase-activating protein 12	1.0	51868	1	33885	0	1.0	False	1.0	False
11394	CHEBI_61022	naproxol	1.0	51868	3	33885	0	1.0	False	1.0	False
11395	CHEBI_59934	tripyrrane	1.0	51868	1	33885	0	1.0	False	1.0	False
11396	SO_0001017	silent_mutation	1.0	51868	2	33885	0	1.0	False	1.0	False
830	PR_000010045	transcription factor Maf	1.0	51868	1	33885	0	1.0	False	1.0	False
11399	CHEBI_5000	fenfluramine	1.0	51868	1	33885	0	1.0	False	1.0	False
817	PR_000006679	dihydropyrimidinase	1.0	51868	2	33885	0	1.0	False	1.0	False
11402	CHEBI_69445	1-methyluracil	1.0	51868	1	33885	0	1.0	False	1.0	False
11404	CHEBI_36823	pseudohalo group	1.0	51868	1	33885	0	1.0	False	1.0	False
802	CHEBI_17792	organohalogen compound	1.0	51868	6	33885	0	1.0	False	1.0	False
11406	UBERON_0000085	morula	1.0	51868	4	33885	0	1.0	False	1.0	False
856	CHEBI_25579	nonanone	1.0	51868	1	33885	0	1.0	False	1.0	False
