TOTAL SENTENCE COUNT	327724
TOTAL IGNORANCE COUNT	182892

ARTICLE	TOTAL SENTENCE COUNT	TOTAL IGNORANCE COUNT
PMC5634602.nxml.gz_sentence_info.txt	158	101
PMC5638722.nxml.gz_sentence_info.txt	136	74
PMC5640793.nxml.gz_sentence_info.txt	249	89
PMC5643576.nxml.gz_sentence_info.txt	42	36
PMC5644053.nxml.gz_sentence_info.txt	232	140
PMC5644668.nxml.gz_sentence_info.txt	80	50
PMC5644840.nxml.gz_sentence_info.txt	269	215
PMC5646153.nxml.gz_sentence_info.txt	176	100
PMC5648128.nxml.gz_sentence_info.txt	249	110
PMC5651398.nxml.gz_sentence_info.txt	288	140
PMC5652542.nxml.gz_sentence_info.txt	157	46
PMC5656136.nxml.gz_sentence_info.txt	147	98
PMC5656183.nxml.gz_sentence_info.txt	90	77
PMC5658906.nxml.gz_sentence_info.txt	204	99
PMC5659017.nxml.gz_sentence_info.txt	165	89
PMC5659607.nxml.gz_sentence_info.txt	176	71
PMC5664622.nxml.gz_sentence_info.txt	138	89
PMC5675249.nxml.gz_sentence_info.txt	155	84
PMC5678092.nxml.gz_sentence_info.txt	323	152
PMC5679631.nxml.gz_sentence_info.txt	171	77
PMC5680205.nxml.gz_sentence_info.txt	287	147
PMC5682055.nxml.gz_sentence_info.txt	79	32
PMC5682869.nxml.gz_sentence_info.txt	132	107
PMC5684468.nxml.gz_sentence_info.txt	179	82
PMC5684580.nxml.gz_sentence_info.txt	144	65
PMC5685050.nxml.gz_sentence_info.txt	51	10
PMC5688482.nxml.gz_sentence_info.txt	268	178
PMC5689158.nxml.gz_sentence_info.txt	263	147
PMC5690236.nxml.gz_sentence_info.txt	227	130
PMC5690443.nxml.gz_sentence_info.txt	128	92
PMC5690467.nxml.gz_sentence_info.txt	196	64
PMC5695261.nxml.gz_sentence_info.txt	121	68
PMC5695303.nxml.gz_sentence_info.txt	156	93
PMC5695448.nxml.gz_sentence_info.txt	137	79
PMC5697969.nxml.gz_sentence_info.txt	205	89
PMC5703566.nxml.gz_sentence_info.txt	230	115
PMC5704156.nxml.gz_sentence_info.txt	179	125
PMC5706533.nxml.gz_sentence_info.txt	179	109
PMC5707701.nxml.gz_sentence_info.txt	193	96
PMC5708048.nxml.gz_sentence_info.txt	173	97
PMC5708051.nxml.gz_sentence_info.txt	187	91
PMC5708673.nxml.gz_sentence_info.txt	130	68
PMC5716389.nxml.gz_sentence_info.txt	183	115
PMC5718612.nxml.gz_sentence_info.txt	311	120
PMC5724074.nxml.gz_sentence_info.txt	210	54
PMC5724168.nxml.gz_sentence_info.txt	79	41
PMC5727393.nxml.gz_sentence_info.txt	420	157
PMC5732382.nxml.gz_sentence_info.txt	313	188
PMC5732505.nxml.gz_sentence_info.txt	180	95
PMC5736940.nxml.gz_sentence_info.txt	139	81
PMC5738092.nxml.gz_sentence_info.txt	173	87
PMC5741981.nxml.gz_sentence_info.txt	147	85
PMC5748804.nxml.gz_sentence_info.txt	212	125
PMC5758521.nxml.gz_sentence_info.txt	161	75
PMC5758844.nxml.gz_sentence_info.txt	157	80
PMC5763349.nxml.gz_sentence_info.txt	169	102
PMC5781192.nxml.gz_sentence_info.txt	187	53
PMC5784894.nxml.gz_sentence_info.txt	201	85
PMC5784936.nxml.gz_sentence_info.txt	185	136
PMC5789574.nxml.gz_sentence_info.txt	99	27
PMC5792223.nxml.gz_sentence_info.txt	224	131
PMC5793328.nxml.gz_sentence_info.txt	243	174
PMC5798031.nxml.gz_sentence_info.txt	48	38
PMC5800548.nxml.gz_sentence_info.txt	288	153
PMC5804088.nxml.gz_sentence_info.txt	137	51
PMC5804526.nxml.gz_sentence_info.txt	37	32
PMC5804527.nxml.gz_sentence_info.txt	201	155
PMC5804547.nxml.gz_sentence_info.txt	198	113
PMC5804559.nxml.gz_sentence_info.txt	204	113
PMC5812027.nxml.gz_sentence_info.txt	166	90
PMC5814099.nxml.gz_sentence_info.txt	187	96
PMC5826910.nxml.gz_sentence_info.txt	205	127
PMC5827025.nxml.gz_sentence_info.txt	148	76
PMC5828098.nxml.gz_sentence_info.txt	175	119
PMC5831579.nxml.gz_sentence_info.txt	167	99
PMC5837564.nxml.gz_sentence_info.txt	164	41
PMC5838372.nxml.gz_sentence_info.txt	129	68
PMC5838861.nxml.gz_sentence_info.txt	172	99
PMC5840174.nxml.gz_sentence_info.txt	194	81
PMC5841533.nxml.gz_sentence_info.txt	155	63
PMC5901203.nxml.gz_sentence_info.txt	138	108
PMC5906686.nxml.gz_sentence_info.txt	195	68
PMC5913619.nxml.gz_sentence_info.txt	99	77
PMC5919629.nxml.gz_sentence_info.txt	190	115
PMC5924963.nxml.gz_sentence_info.txt	363	208
PMC5941617.nxml.gz_sentence_info.txt	732	609
PMC5941629.nxml.gz_sentence_info.txt	194	111
PMC5952272.nxml.gz_sentence_info.txt	155	85
PMC5956785.nxml.gz_sentence_info.txt	286	177
PMC5958072.nxml.gz_sentence_info.txt	287	160
PMC5965027.nxml.gz_sentence_info.txt	260	136
PMC5975263.nxml.gz_sentence_info.txt	141	66
PMC5991930.nxml.gz_sentence_info.txt	177	59
PMC5995352.nxml.gz_sentence_info.txt	210	79
PMC5996965.nxml.gz_sentence_info.txt	86	67
PMC6000839.nxml.gz_sentence_info.txt	142	68
PMC6011374.nxml.gz_sentence_info.txt	126	72
PMC6022422.nxml.gz_sentence_info.txt	123	67
PMC6029118.nxml.gz_sentence_info.txt	232	52
PMC6033232.nxml.gz_sentence_info.txt	194	82
PMC6039335.nxml.gz_sentence_info.txt	360	202
PMC6043562.nxml.gz_sentence_info.txt	239	138
PMC6054603.nxml.gz_sentence_info.txt	130	41
PMC6056931.nxml.gz_sentence_info.txt	270	49
