	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D_GENE_LIST	TOTAL_SUCCESSES_IN_VITAMIN_D_GENE_LIST	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
16128	CHEBI_3249	Buxamine E	1.0	327724	2	51868	0	1.0	False	1.0	False
55	UBERON_0013636	epithelium of intestinal villus	1.0	327724	4	51868	0	1.0	False	1.0	False
1030	CHEBI_83729	2-(4-chlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)hexanenitrile	1.0	327724	1	51868	0	1.0	False	1.0	False
17508	UBERON_2001698	anal-fin stay	1.0	327724	1	51868	0	1.0	False	1.0	False
17509	CHEBI_83935	15-hydroxypalmitic acid	1.0	327724	1	51868	0	1.0	False	1.0	False
13962	CHEBI_46902	cholesteryl elaidate	1.0	327724	1	51868	0	1.0	False	1.0	False
1106	CHEBI_78547	protein kinase A agonist	1.0	327724	1	51868	0	1.0	False	1.0	False
2570	CHEBI_78685	2-amino-6-hydroxyaminopurine	1.0	327724	1	51868	0	1.0	False	1.0	False
16433	CHEBI_86085	(Z)-p-coumaroylagmatine	1.0	327724	1	51868	0	1.0	False	1.0	False
16279	CHEBI_24144	galactoglucomannan	1.0	327724	2	51868	0	1.0	False	1.0	False
16016	CHEBI_36577	tetrakis(thiocyanato)mercurate(2-)	1.0	327724	1	51868	0	1.0	False	1.0	False
17519	PR_000008592	histone H2B type 1-L	1.0	327724	1	51868	0	1.0	False	1.0	False
17518	GO_0001963	synaptic transmission, dopaminergic	1.0	327724	1	51868	0	1.0	False	1.0	False
16015	CHEBI_82031	Primisulfuron	1.0	327724	1	51868	0	1.0	False	1.0	False
16434	CHEBI_465284	ganciclovir	1.0	327724	6	51868	0	1.0	False	1.0	False
801	GO_0030907	MBF transcription complex	1.0	327724	1	51868	0	1.0	False	1.0	False
17517	PR_000017289	neurosecretory protein VGF	1.0	327724	2	51868	0	1.0	False	1.0	False
16013	CHEBI_36454	isocitrate(1-)	1.0	327724	1	51868	0	1.0	False	1.0	False
13953	CHEBI_33358	cobalt group element atom	1.0	327724	3	51868	0	1.0	False	1.0	False
13954	CHEBI_18319	SAICAR	1.0	327724	2	51868	0	1.0	False	1.0	False
802	CHEBI_87220	flavianate	1.0	327724	4	51868	0	1.0	False	1.0	False
16120	UBERON_0009716	cupular organ	1.0	327724	3	51868	0	1.0	False	1.0	False
16009	CHEBI_31724	Isoaminile citrate	1.0	327724	2	51868	0	1.0	False	1.0	False
17514	CHEBI_53131	Se-methyl-D-selenocysteinium	1.0	327724	1	51868	0	1.0	False	1.0	False
16008	GO_0010133	proline catabolic process to glutamate	1.0	327724	1	51868	0	1.0	False	1.0	False
16007	GO_0048256	flap endonuclease activity	1.0	327724	1	51868	0	1.0	False	1.0	False
16436	UBERON_0008840	plantar pad	1.0	327724	3	51868	0	1.0	False	1.0	False
17513	GO_0042438	melanin biosynthetic process	1.0	327724	2	51868	0	1.0	False	1.0	False
13958	GO_0043108	pilus retraction	1.0	327724	1	51868	0	1.0	False	1.0	False
16121	PR_000005443	beta-chimaerin	1.0	327724	3	51868	0	1.0	False	1.0	False
17512	GO_0009254	peptidoglycan turnover	1.0	327724	1	51868	0	1.0	False	1.0	False
13960	CHEBI_75083	N(3)-methylcytidine 5'-monophosphate	1.0	327724	2	51868	0	1.0	False	1.0	False
17511	CHEBI_34798	Indanestrol	1.0	327724	1	51868	0	1.0	False	1.0	False
2561	SO_0001418	transcribed_fragment	1.0	327724	1	51868	0	1.0	False	1.0	False
16122	CHEBI_33281	antimicrobial agent	1.0	327724	1	51868	0	1.0	False	1.0	False
45	GO_0071745	IgA immunoglobulin complex	1.0	327724	1	51868	0	1.0	False	1.0	False
16011	GO_0001542	ovulation from ovarian follicle	1.0	327724	1	51868	0	1.0	False	1.0	False
794	GO_0070498	interleukin-1-mediated signaling pathway	1.0	327724	4	51868	0	1.0	False	1.0	False
16056	GO_0051321	meiotic cell cycle	1.0	327724	1	51868	0	1.0	False	1.0	False
818	GO_0051655	maintenance of vesicle location	1.0	327724	1	51868	0	1.0	False	1.0	False
2646	SO_0001034	miRtron	1.0	327724	1	51868	0	1.0	False	1.0	False
16103	GO_0051319	G2 phase	1.0	327724	1	51868	0	1.0	False	1.0	False
13851	CHEBI_30452	tellurium atom	1.0	327724	1	51868	0	1.0	False	1.0	False
13852	UBERON_0009632	root of cervical nerve	1.0	327724	1	51868	0	1.0	False	1.0	False
17571	GO_0034393	positive regulation of smooth muscle cell apoptotic process	1.0	327724	2	51868	0	1.0	False	1.0	False
13853	UBERON_0001512	skin of ankle	1.0	327724	1	51868	0	1.0	False	1.0	False
16102	CHEBI_33712	N-terminal amino-acid residue	1.0	327724	1	51868	0	1.0	False	1.0	False
16381	CHEBI_64922	EC 3.4.21.37 (leukocyte elastase) inhibitor	1.0	327724	1	51868	0	1.0	False	1.0	False
827	GO_0031587	positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	1.0	327724	1	51868	0	1.0	False	1.0	False
13854	GO_0097270	dishabituation	1.0	327724	1	51868	0	1.0	False	1.0	False
1041	CHEBI_51855	benzoylacetonitrile	1.0	327724	1	51868	0	1.0	False	1.0	False
824	CHEBI_77700	methyl acetate	1.0	327724	1	51868	0	1.0	False	1.0	False
16100	GO_0042904	9-cis-retinoic acid biosynthetic process	1.0	327724	2	51868	0	1.0	False	1.0	False
1042	GO_1902865	positive regulation of embryonic camera-type eye development	1.0	327724	1	51868	0	1.0	False	1.0	False
13857	CHEBI_9669	Triamcinolone diacetate	1.0	327724	1	51868	0	1.0	False	1.0	False
13859	CHEBI_70726	hesperadin	1.0	327724	1	51868	0	1.0	False	1.0	False
1031	UBERON_0010427	ciliary processes	1.0	327724	1	51868	0	1.0	False	1.0	False
13861	PR_000017013	E3 ubiquitin-protein ligase UBR2	1.0	327724	3	51868	0	1.0	False	1.0	False
2639	UBERON_0001496	ascending aorta	1.0	327724	1	51868	0	1.0	False	1.0	False
17568	CHEBI_18307	UDP-D-galactose	1.0	327724	1	51868	0	1.0	False	1.0	False
2637	CHEBI_18131	licodione	1.0	327724	3	51868	0	1.0	False	1.0	False
13865	UBERON_0013551	Brodmann (1909) area 20	1.0	327724	2	51868	0	1.0	False	1.0	False
17567	CHEBI_31305	Bromperidol	1.0	327724	1	51868	0	1.0	False	1.0	False
2635	GO_0048309	endoplasmic reticulum inheritance	1.0	327724	2	51868	0	1.0	False	1.0	False
2634	UBERON_0002954	dorsal hypothalamic area	1.0	327724	1	51868	0	1.0	False	1.0	False
1043	CHEBI_36830	monoanion	1.0	327724	2	51868	0	1.0	False	1.0	False
2633	CHEBI_15765	L-dopa	1.0	327724	4	51868	0	1.0	False	1.0	False
823	UBERON_0001907	zona incerta	1.0	327724	2	51868	0	1.0	False	1.0	False
13870	GO_0018897	dibenzothiophene desulfurization	1.0	327724	1	51868	0	1.0	False	1.0	False
1040	CHEBI_31249	azulene	1.0	327724	3	51868	0	1.0	False	1.0	False
2649	CHEBI_4746	echinenone	1.0	327724	1	51868	0	1.0	False	1.0	False
13848	UBERON_0000351	nuchal ligament	1.0	327724	1	51868	0	1.0	False	1.0	False
16105	CHEBI_69959	Lauroside B	1.0	327724	1	51868	0	1.0	False	1.0	False
17583	CHEBI_10117	Zinniol	1.0	327724	1	51868	0	1.0	False	1.0	False
2663	CHEBI_33832	organic cyclic compound	1.0	327724	7	51868	0	1.0	False	1.0	False
842	GO_0007546	somatic processes downstream of sex determination signal	1.0	327724	3	51868	0	1.0	False	1.0	False
16385	CHEBI_82265	Propyl isome	1.0	327724	1	51868	0	1.0	False	1.0	False
16386	UBERON_2002063	nuchal plate series	1.0	327724	1	51868	0	1.0	False	1.0	False
13832	GO_0046656	folic acid biosynthetic process	1.0	327724	4	51868	0	1.0	False	1.0	False
17581	GO_0050925	negative regulation of negative chemotaxis	1.0	327724	1	51868	0	1.0	False	1.0	False
17580	CHEBI_15907	phosphoramidic acid	1.0	327724	1	51868	0	1.0	False	1.0	False
2660	GO_0007451	dorsal/ventral lineage restriction, imaginal disc	1.0	327724	1	51868	0	1.0	False	1.0	False
2659	UBERON_0004130	cerebellar layer	1.0	327724	3	51868	0	1.0	False	1.0	False
1	CHEBI_51025	methixene hydrochloride	1.0	327724	1	51868	0	1.0	False	1.0	False
13836	GO_0048266	behavioral response to pain	1.0	327724	1	51868	0	1.0	False	1.0	False
16112	CHEBI_76351	benzyl trimethylsilyl ether	1.0	327724	3	51868	0	1.0	False	1.0	False
4	GO_0033562	co-transcriptional gene silencing by RNA interference machinery	1.0	327724	1	51868	0	1.0	False	1.0	False
17566	GO_0051758	homologous chromosome movement towards spindle pole in meiosis I anaphase	1.0	327724	13	51868	0	1.0	False	1.0	False
2657	GO_1990501	exon-exon junction subcomplex mago-y14	1.0	327724	1	51868	0	1.0	False	1.0	False
16110	CHEBI_982	2-Aceto-2-hydroxybutanoate	1.0	327724	1	51868	0	1.0	False	1.0	False
13840	PR_000014955	monocarboxylate transporter 2	1.0	327724	1	51868	0	1.0	False	1.0	False
2655	UBERON_0013483	crypt of Lieberkuhn of jejunum	1.0	327724	1	51868	0	1.0	False	1.0	False
13842	GO_0043637	puromycin metabolic process	1.0	327724	1	51868	0	1.0	False	1.0	False
17576	UBERON_0002423	hepatobiliary system	1.0	327724	287	51868	7	1.0	False	1.0	False
838	UBERON_0018622	lower canine tooth	1.0	327724	1	51868	0	1.0	False	1.0	False
912	CHEBI_209807	cefoxitin	1.0	327724	4	51868	0	1.0	False	1.0	False
837	CHEBI_27819	clavaldehyde	1.0	327724	1	51868	0	1.0	False	1.0	False
2652	PR_000011196	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	1.0	327724	1	51868	0	1.0	False	1.0	False
10	CHEBI_82466	Ethyl selenac	1.0	327724	1	51868	0	1.0	False	1.0	False
13844	PR_000004681	breast carcinoma-amplified sequence 4	1.0	327724	1	51868	0	1.0	False	1.0	False
13845	CHEBI_38903	phenyl cyanate	1.0	327724	2	51868	0	1.0	False	1.0	False
16389	CHEBI_39301	sulfite ester acaricide	1.0	327724	1	51868	0	1.0	False	1.0	False
16106	CHEBI_47778	glyceride	1.0	327724	8	51868	0	1.0	False	1.0	False
16111	UBERON_0010034	copula linguae	1.0	327724	1	51868	0	1.0	False	1.0	False
17544	CHEBI_35581	indole	1.0	327724	2	51868	0	1.0	False	1.0	False
2630	CHEBI_64827	2,6-dimethylbenzoic acid	1.0	327724	4	51868	0	1.0	False	1.0	False
11	CHEBI_82536	Sudan Brown RR	1.0	327724	1	51868	0	1.0	False	1.0	False
1058	GO_0032097	positive regulation of response to food	1.0	327724	1	51868	0	1.0	False	1.0	False
2613	GO_0043198	dendritic shaft	1.0	327724	1	51868	0	1.0	False	1.0	False
16405	CHEBI_18344	kynurenic acid	1.0	327724	3	51868	0	1.0	False	1.0	False
20	SO_0001362	five_methoxycarbonylmethyl_two_thiouridine	1.0	327724	1	51868	0	1.0	False	1.0	False
16072	CHEBI_32485	L-rhodinose	1.0	327724	1	51868	0	1.0	False	1.0	False
1061	CHEBI_78492	diallyl trisulfide	1.0	327724	1	51868	0	1.0	False	1.0	False
1062	CHEBI_27427	5'-dehydroinosine	1.0	327724	1	51868	0	1.0	False	1.0	False
16069	GO_0036269	swimming behavior	1.0	327724	1	51868	0	1.0	False	1.0	False
17551	GO_0051310	metaphase plate congression	1.0	327724	2	51868	0	1.0	False	1.0	False
13902	CHEBI_26916	tetrahydronicotinamide adenine dinucleotide	1.0	327724	1	51868	0	1.0	False	1.0	False
1063	CHEBI_25640	octamethylcyclotetrasiloxane	1.0	327724	1	51868	0	1.0	False	1.0	False
13904	CHEBI_25650	octanoyl group	1.0	327724	1	51868	0	1.0	False	1.0	False
16066	PR_000001237	melanocortin receptor 4	1.0	327724	1	51868	0	1.0	False	1.0	False
915	CHEBI_38294	dicarba-nido-undecaborane(11)	1.0	327724	1	51868	0	1.0	False	1.0	False
13905	CHEBI_3640	chlorothiazide	1.0	327724	2	51868	0	1.0	False	1.0	False
16065	CHEBI_34779	glyoxal	1.0	327724	1	51868	0	1.0	False	1.0	False
17549	CHEBI_53247	poly(4-vinylpyridine)	1.0	327724	2	51868	0	1.0	False	1.0	False
1064	CHEBI_77836	N-[omega-(acylyloxy)]acylsphin-4-enine	1.0	327724	9	51868	0	1.0	False	1.0	False
16407	CHEBI_32176	tacalcitol	1.0	327724	1	51868	0	1.0	False	1.0	False
16062	UBERON_0014475	endostylar duct	1.0	327724	1	51868	0	1.0	False	1.0	False
1069	GO_1904311	response to gold(3+)	1.0	327724	1	51868	0	1.0	False	1.0	False
16408	UBERON_0014445	acetabular fossa	1.0	327724	2	51868	0	1.0	False	1.0	False
25	CL_0002060	melanophage	1.0	327724	1	51868	0	1.0	False	1.0	False
16296	CHEBI_38262	allothreonine	1.0	327724	1	51868	0	1.0	False	1.0	False
16060	CHEBI_64946	anti-HIV agent	1.0	327724	3	51868	0	1.0	False	1.0	False
1073	UBERON_0007818	major alar cartilage	1.0	327724	1	51868	0	1.0	False	1.0	False
16282	CHEBI_66059	hypocrellin D	1.0	327724	2	51868	0	1.0	False	1.0	False
16057	GO_0071607	macrophage inflammatory protein-1 gamma production	1.0	327724	1	51868	0	1.0	False	1.0	False
17545	CHEBI_75333	1-(2,4-dichlorobenzoyl)-1H-benzimidazole	1.0	327724	1	51868	0	1.0	False	1.0	False
820	UBERON_0001367	external anal sphincter	1.0	327724	2	51868	0	1.0	False	1.0	False
2614	GO_0007156	homophilic cell adhesion via plasma membrane adhesion molecules	1.0	327724	1	51868	0	1.0	False	1.0	False
13895	CHEBI_33904	molluscicide	1.0	327724	1	51868	0	1.0	False	1.0	False
13894	PR_000007367	fibrosin-1-like protein	1.0	327724	2	51868	0	1.0	False	1.0	False
16093	CHEBI_36822	1,1'-bi(cyclopentylidene)	1.0	327724	1	51868	0	1.0	False	1.0	False
16400	GO_0038003	G protein-coupled opioid receptor signaling pathway	1.0	327724	1	51868	0	1.0	False	1.0	False
1048	CHEBI_63739	diadenosyl triphosphate	1.0	327724	1	51868	0	1.0	False	1.0	False
14	CHEBI_31036	4-[2-(allyloxy)vinyl]-1,2-dimethoxybenzene	1.0	327724	1	51868	0	1.0	False	1.0	False
913	GO_0035769	B cell chemotaxis across high endothelial venule	1.0	327724	1	51868	0	1.0	False	1.0	False
17560	GO_0006194	dIDP phosphorylation	1.0	327724	1	51868	0	1.0	False	1.0	False
1049	GO_0001917	photoreceptor inner segment	1.0	327724	1	51868	0	1.0	False	1.0	False
2622	UBERON_0002239	floating rib	1.0	327724	1	51868	0	1.0	False	1.0	False
16	CHEBI_47833	methionine sulfoximine	1.0	327724	2	51868	0	1.0	False	1.0	False
2621	PR_000002194	apoptotic protease-activating factor 1	1.0	327724	5	51868	0	1.0	False	1.0	False
1050	PR_000016021	TATA box-binding protein-associated factor RNA polymerase I subunit B	1.0	327724	1	51868	0	1.0	False	1.0	False
2620	GO_0033534	verbascose biosynthetic process	1.0	327724	1	51868	0	1.0	False	1.0	False
2618	CHEBI_38758	isocoumarins	1.0	327724	10	51868	0	1.0	False	1.0	False
16087	GO_0009085	lysine biosynthetic process	1.0	327724	1	51868	0	1.0	False	1.0	False
13873	GO_0010451	floral meristem growth	1.0	327724	2	51868	0	1.0	False	1.0	False
13885	UBERON_0001507	biceps brachii	1.0	327724	1	51868	0	1.0	False	1.0	False
17	GO_0001583	detection of chemical stimulus involved in sensory perception of salty taste	1.0	327724	2	51868	0	1.0	False	1.0	False
16286	CHEBI_77895	9(R)-HODE(1-)	1.0	327724	1	51868	0	1.0	False	1.0	False
16085	GO_0051231	spindle elongation	1.0	327724	7	51868	0	1.0	False	1.0	False
1054	CHEBI_32245	tolterodine tartrate	1.0	327724	1	51868	0	1.0	False	1.0	False
16401	UBERON_0013236	ventral trunk	1.0	327724	1	51868	0	1.0	False	1.0	False
16295	GO_0034288	detection of disaccharide stimulus	1.0	327724	1	51868	0	1.0	False	1.0	False
16080	PR_000008830	HIV Tat-specific factor 1	1.0	327724	2	51868	0	1.0	False	1.0	False
822	UBERON_0001487	pes joint	1.0	327724	5	51868	0	1.0	False	1.0	False
13890	CHEBI_62926	1-diphospho-1D-myo-inositol 3,4,5,6-tetrakisphosphate	1.0	327724	1	51868	0	1.0	False	1.0	False
2616	PR_000007760	gamma-aminobutyric acid receptor-associated protein-like 3	1.0	327724	10	51868	0	1.0	False	1.0	False
16077	UBERON_0010064	open anatomical space	1.0	327724	1	51868	0	1.0	False	1.0	False
17555	CHEBI_65698	curtisian C	1.0	327724	1	51868	0	1.0	False	1.0	False
2615	CHEBI_16150	benzoate	1.0	327724	2	51868	0	1.0	False	1.0	False
17554	GO_0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	1.0	327724	3	51868	0	1.0	False	1.0	False
16294	UBERON_0001170	mesentery of small intestine	1.0	327724	5	51868	0	1.0	False	1.0	False
15866	GO_0031443	fast-twitch skeletal muscle fiber contraction	1.0	327724	1	51868	0	1.0	False	1.0	False
1121	UBERON_0016919	lower vermilion	1.0	327724	1	51868	0	1.0	False	1.0	False
2543	CHEBI_36703	tetrachloro-1,4-benzoquinone	1.0	327724	1	51868	0	1.0	False	1.0	False
1185	CHEBI_46742	Nutlin-3	1.0	327724	1	51868	0	1.0	False	1.0	False
2481	CL_0002289	type I taste bud cell	1.0	327724	1	51868	0	1.0	False	1.0	False
2479	CHEBI_28855	enterobactin	1.0	327724	2	51868	0	1.0	False	1.0	False
1188	CHEBI_2760	3,4,5-trimethoxyphenol	1.0	327724	18	51868	0	1.0	False	1.0	False
16493	CHEBI_35441	antiinfective agent	1.0	327724	2	51868	0	1.0	False	1.0	False
14083	CHEBI_21681	N-benzoyl-D-arginines	1.0	327724	1	51868	0	1.0	False	1.0	False
15912	CHEBI_81141	Cyperene	1.0	327724	2	51868	0	1.0	False	1.0	False
16134	CL_0000338	neuroblast (sensu Nematoda and Protostomia)	1.0	327724	1	51868	0	1.0	False	1.0	False
14084	CHEBI_81856	dicamba	1.0	327724	1	51868	0	1.0	False	1.0	False
1194	CHEBI_6886	methylparabanic acid	1.0	327724	1	51868	0	1.0	False	1.0	False
2477	SO_0001180	AU_rich_element	1.0	327724	1	51868	0	1.0	False	1.0	False
14086	UBERON_0008862	stomach smooth muscle inner oblique layer	1.0	327724	1	51868	0	1.0	False	1.0	False
1195	UBERON_0007174	medial border of scapula	1.0	327724	1	51868	0	1.0	False	1.0	False
759	GO_0001833	inner cell mass cell proliferation	1.0	327724	4	51868	0	1.0	False	1.0	False
758	UBERON_0014731	haversian canal	1.0	327724	3	51868	0	1.0	False	1.0	False
14088	GO_0015995	chlorophyll biosynthetic process	1.0	327724	1	51868	0	1.0	False	1.0	False
15905	CHEBI_77056	(R)-closantel	1.0	327724	1	51868	0	1.0	False	1.0	False
754	GO_1990110	callus formation	1.0	327724	1	51868	0	1.0	False	1.0	False
1021	PR_000009003	interleukin-28 receptor alpha chain	1.0	327724	1	51868	0	1.0	False	1.0	False
17449	UBERON_2005116	secondary posterior lateral line primordium	1.0	327724	3	51868	0	1.0	False	1.0	False
15903	GO_0002150	hypochlorous acid catabolic process	1.0	327724	1	51868	0	1.0	False	1.0	False
15902	CHEBI_33894	cis-bis(mu-acetato)[tetrakis(acetonitrile)]diaquadirhodium(Rh--Rh)(2+)	1.0	327724	1	51868	0	1.0	False	1.0	False
15901	PR_000010991	little elongation complex subunit 2	1.0	327724	4	51868	0	1.0	False	1.0	False
1203	CHEBI_84790	trans-3-hexenoyl-CoA(4-)	1.0	327724	1	51868	0	1.0	False	1.0	False
1211	CHEBI_65752	6beta,16beta-diacetoxy-25-hydroxy-3,7-dioxy-29-nordammara-1,17(20)-dien-21-oic acid	1.0	327724	1	51868	0	1.0	False	1.0	False
17445	UBERON_0004787	urethra urothelium	1.0	327724	1	51868	0	1.0	False	1.0	False
1212	UBERON_0009115	thoracic thymus	1.0	327724	1	51868	0	1.0	False	1.0	False
750	GO_0098543	detection of other organism	1.0	327724	3	51868	0	1.0	False	1.0	False
16502	CHEBI_23875	dolichol phosphate	1.0	327724	1	51868	0	1.0	False	1.0	False
760	CHEBI_75054	2-hydroxy-3-methoxybenzaldehyde 2-pyridylhydrazone	1.0	327724	1	51868	0	1.0	False	1.0	False
15919	GO_0017188	aspartate N-acetyltransferase activity	1.0	327724	1	51868	0	1.0	False	1.0	False
920	CHEBI_81420	Minosaminomycin	1.0	327724	1	51868	0	1.0	False	1.0	False
2482	UBERON_0012337	cauda equina	1.0	327724	1	51868	0	1.0	False	1.0	False
2492	GO_0046466	membrane lipid catabolic process	1.0	327724	1	51868	0	1.0	False	1.0	False
15931	UBERON_0001065	parotid main excretory duct	1.0	327724	1	51868	0	1.0	False	1.0	False
763	CHEBI_80320	Orexin B	1.0	327724	1	51868	0	1.0	False	1.0	False
17461	CHEBI_22204	acetylspermidine	1.0	327724	1	51868	0	1.0	False	1.0	False
14062	UBERON_0013278	canal of Nuck	1.0	327724	1	51868	0	1.0	False	1.0	False
14063	GO_0033293	monocarboxylic acid binding	1.0	327724	1	51868	0	1.0	False	1.0	False
16487	CHEBI_70675	Euscaphic acid A, (rel)-	1.0	327724	1	51868	0	1.0	False	1.0	False
91	PR_000008570	protein HIRA	1.0	327724	1	51868	0	1.0	False	1.0	False
2489	CHEBI_73365	Ala-Leu-Leu-His	1.0	327724	2	51868	0	1.0	False	1.0	False
1023	GO_0061513	glucose 6-phosphate:inorganic phosphate antiporter activity	1.0	327724	1	51868	0	1.0	False	1.0	False
14067	UBERON_0001740	arytenoid cartilage	1.0	327724	1	51868	0	1.0	False	1.0	False
1178	CHEBI_60256	(4R)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	1.0	327724	2	51868	0	1.0	False	1.0	False
2488	CHEBI_86329	(9E)-9-nitrooctadecenoic acid	1.0	327724	3	51868	0	1.0	False	1.0	False
16303	CHEBI_2509	agar	1.0	327724	2	51868	0	1.0	False	1.0	False
15893	CHEBI_71544	(E)-isopentadec-2-enoyl-CoA	1.0	327724	1	51868	0	1.0	False	1.0	False
1179	GO_0016584	nucleosome positioning	1.0	327724	1	51868	0	1.0	False	1.0	False
16273	UBERON_2005014	recurrent branch afferent branchial artery	1.0	327724	3	51868	0	1.0	False	1.0	False
93	CHEBI_37385	hexabromobismuthate(3-)	1.0	327724	2	51868	0	1.0	False	1.0	False
16488	UBERON_0018370	ventral lateral line	1.0	327724	4	51868	0	1.0	False	1.0	False
14072	CHEBI_48587	piperidinylimidazole	1.0	327724	2	51868	0	1.0	False	1.0	False
15925	CL_0000705	R6 photoreceptor cell	1.0	327724	1	51868	0	1.0	False	1.0	False
14074	UBERON_0004537	blood vasculature	1.0	327724	2	51868	0	1.0	False	1.0	False
2483	CHEBI_50723	(Z)-phenylacetaldehyde oxime	1.0	327724	1	51868	0	1.0	False	1.0	False
15924	CHEBI_51918	nafcillin(1-)	1.0	327724	2	51868	0	1.0	False	1.0	False
850	CHEBI_34945	RU-0211	1.0	327724	3	51868	0	1.0	False	1.0	False
14076	CHEBI_65275	[4)-D-GlcpNS-(1->] residue	1.0	327724	1	51868	0	1.0	False	1.0	False
16490	SO_0001624	3_prime_UTR_variant	1.0	327724	1	51868	0	1.0	False	1.0	False
15921	PR_000000081	anti-Muellerian hormone type-2 receptor sequence variant D491H (human)	1.0	327724	1	51868	0	1.0	False	1.0	False
14077	CHEBI_29770	aminooxy group	1.0	327724	3	51868	0	1.0	False	1.0	False
16491	UBERON_0014767	left crus of diaphragm	1.0	327724	1	51868	0	1.0	False	1.0	False
14071	CHEBI_66339	UK-2A	1.0	327724	2	51868	0	1.0	False	1.0	False
1024	CHEBI_51986	DY-776	1.0	327724	1	51868	0	1.0	False	1.0	False
17442	UBERON_4100000	skeletal element projection	1.0	327724	1	51868	0	1.0	False	1.0	False
15891	GO_0097101	blood vessel endothelial cell fate specification	1.0	327724	1	51868	0	1.0	False	1.0	False
15878	CHEBI_60254	(3R)-3-(tert-butylcarbamoyl)piperazin-1-ium	1.0	327724	2	51868	0	1.0	False	1.0	False
15877	GO_0009582	detection of abiotic stimulus	1.0	327724	1	51868	0	1.0	False	1.0	False
14117	CHEBI_86945	syringaldehyde acetate	1.0	327724	1	51868	0	1.0	False	1.0	False
1018	GO_0070892	lipoteichoic acid immune receptor activity	1.0	327724	1	51868	0	1.0	False	1.0	False
15874	CHEBI_60134	ammonium hexachlororuthenate	1.0	327724	1	51868	0	1.0	False	1.0	False
741	CHEBI_52755	Qdot 565	1.0	327724	2	51868	0	1.0	False	1.0	False
17279	CHEBI_102216	methohexital	1.0	327724	1	51868	0	1.0	False	1.0	False
17431	CHEBI_33098	2-nitrotoluene	1.0	327724	1	51868	0	1.0	False	1.0	False
16268	GO_0009966	regulation of signal transduction	1.0	327724	1	51868	0	1.0	False	1.0	False
14120	GO_0042012	interleukin-16 receptor activity	1.0	327724	1	51868	0	1.0	False	1.0	False
14121	CHEBI_2818	Arg-OEt	1.0	327724	1	51868	0	1.0	False	1.0	False
15872	CHEBI_39163	acetamiprid	1.0	327724	1	51868	0	1.0	False	1.0	False
14123	CHEBI_87026	phenylsulfamide fungicide	1.0	327724	1	51868	0	1.0	False	1.0	False
14124	UBERON_0001995	fibrocartilage	1.0	327724	1	51868	0	1.0	False	1.0	False
1227	CHEBI_84014	(1R,2S)-diclocymet	1.0	327724	1	51868	0	1.0	False	1.0	False
15870	CHEBI_50395	indolamine	1.0	327724	1	51868	0	1.0	False	1.0	False
14125	PR_000017298	vimentin	1.0	327724	1	51868	0	1.0	False	1.0	False
738	CHEBI_48077	acryloyl group	1.0	327724	2	51868	0	1.0	False	1.0	False
14126	UBERON_0001523	flexor digitorum profundus	1.0	327724	1	51868	0	1.0	False	1.0	False
2457	CHEBI_24651	hydroxides	1.0	327724	1	51868	0	1.0	False	1.0	False
2455	GO_0038180	nerve growth factor signaling pathway	1.0	327724	1	51868	0	1.0	False	1.0	False
14129	GO_0007436	larval salivary gland morphogenesis	1.0	327724	3	51868	0	1.0	False	1.0	False
15869	UBERON_0002433	pars tuberalis of adenohypophysis	1.0	327724	1	51868	0	1.0	False	1.0	False
2452	GO_0046184	aldehyde biosynthetic process	1.0	327724	1	51868	0	1.0	False	1.0	False
2451	PR_000007944	elongation factor G 2, mitochondrial	1.0	327724	1	51868	0	1.0	False	1.0	False
17428	CHEBI_51660	6,8-difluoro-7-hydroxy-4-methylcoumarin	1.0	327724	1	51868	0	1.0	False	1.0	False
14134	GO_0042202	N-cyclopropylmelamine catabolic process	1.0	327724	1	51868	0	1.0	False	1.0	False
15868	CHEBI_46775	N-alkylpyrrolidine	1.0	327724	1	51868	0	1.0	False	1.0	False
856	CHEBI_51818	ATTO 565 para-isomer	1.0	327724	1	51868	0	1.0	False	1.0	False
1224	UBERON_4200119	pubis-ischium contact	1.0	327724	1	51868	0	1.0	False	1.0	False
743	CHEBI_46649	nitrite esters	1.0	327724	1	51868	0	1.0	False	1.0	False
744	SO_0000493	three_prime_D_heptamer	1.0	327724	1	51868	0	1.0	False	1.0	False
14116	UBERON_0013750	metaphysis of tibia	1.0	327724	1	51868	0	1.0	False	1.0	False
17441	CHEBI_81712	Clostebol acetate	1.0	327724	1	51868	0	1.0	False	1.0	False
17440	UBERON_0001078	pedicle of vertebra	1.0	327724	3	51868	0	1.0	False	1.0	False
15890	GO_0031981	nuclear lumen	1.0	327724	1	51868	0	1.0	False	1.0	False
15889	CHEBI_82080	Fluotrimazole	1.0	327724	23	51868	0	1.0	False	1.0	False
