	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D	TOTAL_SUCCESSES_IN_VITAMIN_D	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
413	CHEBI_15075	selenate	1.0	327724	1	10841	0	1.0	False	1.0	False
377	CHEBI_38093	phenothiazines	1.0	327724	2	10841	0	1.0	False	1.0	False
379	GO_0032774	RNA biosynthetic process	1.0	327724	9	10841	0	1.0	False	1.0	False
380	CHEBI_48274	tryptamine alkaloid	1.0	327724	1	10841	0	1.0	False	1.0	False
381	PR_000010756	metaxin-2	1.0	327724	1	10841	0	1.0	False	1.0	False
382	GO_0048226	Casparian strip	1.0	327724	1	10841	0	1.0	False	1.0	False
383	UBERON_0001173	biliary tree	1.0	327724	2	10841	0	1.0	False	1.0	False
384	CHEBI_2744	Annotinine	1.0	327724	8	10841	0	1.0	False	1.0	False
385	GO_1903701	substantia propria of cornea development	1.0	327724	1	10841	0	1.0	False	1.0	False
386	PR_000006897	endothelin-1	1.0	327724	11	10841	0	1.0	False	1.0	False
387	PR_000012271	pappalysin-2	1.0	327724	39	10841	0	1.0	False	1.0	False
388	CHEBI_16822	choline sulfate	1.0	327724	2	10841	0	1.0	False	1.0	False
389	CHEBI_35020	tributyrin	1.0	327724	1	10841	0	1.0	False	1.0	False
390	GO_0000328	fungal-type vacuole lumen	1.0	327724	2	10841	0	1.0	False	1.0	False
414	UBERON_0001497	muscle of pelvic girdle	1.0	327724	1	10841	0	1.0	False	1.0	False
391	CHEBI_82025	napropamide	1.0	327724	1	10841	0	1.0	False	1.0	False
393	SO_0001004	low_complexity	1.0	327724	1	10841	0	1.0	False	1.0	False
394	PR_000000224	Muellerian-inhibiting factor sequence variant R123W (human)	1.0	327724	1	10841	0	1.0	False	1.0	False
395	CHEBI_18240	4-hydroxy-L-proline	1.0	327724	4	10841	0	1.0	False	1.0	False
397	GO_0031296	B cell costimulation	1.0	327724	8	10841	0	1.0	False	1.0	False
400	GO_0032118	horsetail-astral microtubule organization	1.0	327724	1	10841	0	1.0	False	1.0	False
401	UBERON_4200133	crest	1.0	327724	1	10841	0	1.0	False	1.0	False
402	UBERON_0002287	optic recess of third ventricle	1.0	327724	7	10841	0	1.0	False	1.0	False
403	GO_0044817	hydrogen generation via biophotolysis	1.0	327724	3	10841	0	1.0	False	1.0	False
404	UBERON_0008831	inner spiral sulcus	1.0	327724	1	10841	0	1.0	False	1.0	False
405	UBERON_0005895	insect leg	1.0	327724	7	10841	0	1.0	False	1.0	False
408	CHEBI_37130	caeside	1.0	327724	4	10841	0	1.0	False	1.0	False
411	CHEBI_3329	Calotropin	1.0	327724	1	10841	0	1.0	False	1.0	False
412	UBERON_0001134	skeletal muscle tissue	1.0	327724	21	10841	0	1.0	False	1.0	False
392	GO_0019457	methionine catabolic process to succinyl-CoA	1.0	327724	2	10841	0	1.0	False	1.0	False
2371	UBERON_0008784	lower limb segment	1.0	327724	1	10841	0	1.0	False	1.0	False
1180	UBERON_0022278	nucleus of pudendal nerve	1.0	327724	2	10841	0	1.0	False	1.0	False
1182	UBERON_2000127	antorbital	1.0	327724	30	10841	0	1.0	False	1.0	False
1964	UBERON_0001231	nephron tubule	1.0	327724	2	10841	0	1.0	False	1.0	False
1965	CHEBI_52452	tellurium-125 atom	1.0	327724	1	10841	0	1.0	False	1.0	False
1966	PR_000016649	transcription intermediary factor 1-alpha	1.0	327724	9	10841	0	1.0	False	1.0	False
1967	GO_0030155	regulation of cell adhesion	1.0	327724	1	10841	0	1.0	False	1.0	False
1968	CHEBI_83631	octyl gallate	1.0	327724	4	10841	0	1.0	False	1.0	False
1970	GO_0070073	clustering of voltage-gated calcium channels	1.0	327724	1	10841	0	1.0	False	1.0	False
1971	CHEBI_39329	etoxazole	1.0	327724	2	10841	0	1.0	False	1.0	False
1972	SO_0000274	snRNA	1.0	327724	2	10841	0	1.0	False	1.0	False
1973	PR_000015394	suppressor of cytokine signaling 3	1.0	327724	1	10841	0	1.0	False	1.0	False
1975	CL_0000816	immature B cell	1.0	327724	2	10841	0	1.0	False	1.0	False
1976	GO_0010001	glial cell differentiation	1.0	327724	2	10841	0	1.0	False	1.0	False
1977	CHEBI_76382	(R)-3-hydroxyoctacosanoyl-CoA(4-)	1.0	327724	1	10841	0	1.0	False	1.0	False
1979	CHEBI_25902	pentyl group	1.0	327724	3	10841	0	1.0	False	1.0	False
1980	CHEBI_81712	Clostebol acetate	1.0	327724	1	10841	0	1.0	False	1.0	False
1981	UBERON_0002484	bone marrow cavity	1.0	327724	1	10841	0	1.0	False	1.0	False
1982	UBERON_0008338	plantar part of pes	1.0	327724	16	10841	0	1.0	False	1.0	False
1984	CL_0002448	Ly49H-negative natural killer cell, mouse	1.0	327724	1	10841	0	1.0	False	1.0	False
1985	CHEBI_66870	sodium dithionite	1.0	327724	7	10841	0	1.0	False	1.0	False
1986	CHEBI_37956	histamine antagonist	1.0	327724	2	10841	0	1.0	False	1.0	False
1987	CHEBI_52785	2-(E)-O-feruloyl-D-galactaric acid	1.0	327724	1	10841	0	1.0	False	1.0	False
1988	GO_0043130	ubiquitin binding	1.0	327724	2	10841	0	1.0	False	1.0	False
1989	CL_0000192	smooth muscle cell	1.0	327724	33	10841	0	1.0	False	1.0	False
1990	UBERON_0008982	fascia	1.0	327724	3	10841	0	1.0	False	1.0	False
1991	CHEBI_75715	dUMP 3'-end residue	1.0	327724	33	10841	0	1.0	False	1.0	False
1992	GO_0002408	myeloid dendritic cell chemotaxis	1.0	327724	1	10841	0	1.0	False	1.0	False
1993	UBERON_2005053	nasal ciliary artery	1.0	327724	1	10841	0	1.0	False	1.0	False
1994	CHEBI_35176	zinc sulfate	1.0	327724	19	10841	0	1.0	False	1.0	False
1961	CHEBI_70293	Remisporin A	1.0	327724	1	10841	0	1.0	False	1.0	False
1960	CHEBI_51727	cycloheptatrienyl group	1.0	327724	1	10841	0	1.0	False	1.0	False
1959	CL_0000633	Hensen cell	1.0	327724	1	10841	0	1.0	False	1.0	False
1958	GO_0070892	lipoteichoic acid immune receptor activity	1.0	327724	1	10841	0	1.0	False	1.0	False
1925	CHEBI_35030	trimipramine maleate	1.0	327724	2	10841	0	1.0	False	1.0	False
1926	UBERON_0001052	rectum	1.0	327724	52	10841	0	1.0	False	1.0	False
1927	GO_0030183	B cell differentiation	1.0	327724	3	10841	0	1.0	False	1.0	False
1928	PR_000008594	histone H2B type 1-O	1.0	327724	59	10841	0	1.0	False	1.0	False
1931	CHEBI_31764	Laudanosoline	1.0	327724	25	10841	0	1.0	False	1.0	False
1932	CHEBI_59159	beta-terpinene	1.0	327724	11	10841	0	1.0	False	1.0	False
1933	CHEBI_25413	monounsaturated fatty acid	1.0	327724	1	10841	0	1.0	False	1.0	False
1934	CHEBI_82533	Sepiolite	1.0	327724	2	10841	0	1.0	False	1.0	False
1935	PR_000012253	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	1.0	327724	1	10841	0	1.0	False	1.0	False
1936	PR_000014662	selenoprotein W	1.0	327724	98	10841	0	1.0	False	1.0	False
1937	PR_000015479	spermatogenesis-associated protein 12	1.0	327724	4	10841	0	1.0	False	1.0	False
1938	GO_0046595	establishment of pole plasm mRNA localization	1.0	327724	1	10841	0	1.0	False	1.0	False
1939	PR_000013451	tyrosine-protein phosphatase non-receptor type 13	1.0	327724	5	10841	0	1.0	False	1.0	False
1995	PR_000010978	nucleosome assembly protein 1-like 4	1.0	327724	1	10841	0	1.0	False	1.0	False
1941	PR_000015296	acid sphingomyelinase-like phosphodiesterase 3a	1.0	327724	2	10841	0	1.0	False	1.0	False
1944	UBERON_0016530	parietal cortex	1.0	327724	13	10841	0	1.0	False	1.0	False
1946	CHEBI_4445	desflurane	1.0	327724	2	10841	0	1.0	False	1.0	False
1947	GO_0007173	epidermal growth factor receptor signaling pathway	1.0	327724	10	10841	0	1.0	False	1.0	False
1948	CHEBI_31582	Etilefrine hydrochloride (TN)	1.0	327724	1	10841	0	1.0	False	1.0	False
1949	PR_000010555	myelin protein zero-like protein 2	1.0	327724	6	10841	0	1.0	False	1.0	False
1950	PR_000005920	lambda-crystallin	1.0	327724	13	10841	0	1.0	False	1.0	False
1951	UBERON_0001608	dilatator pupillae	1.0	327724	1	10841	0	1.0	False	1.0	False
1952	UBERON_0000381	urinary bladder detrusor smooth muscle	1.0	327724	1	10841	0	1.0	False	1.0	False
1953	GO_0036496	regulation of translational initiation by eIF2 alpha dephosphorylation	1.0	327724	1	10841	0	1.0	False	1.0	False
1954	CHEBI_24857	iodic acid	1.0	327724	2	10841	0	1.0	False	1.0	False
1955	GO_0048917	posterior lateral line ganglion development	1.0	327724	1	10841	0	1.0	False	1.0	False
1956	PR_000014689	leukocyte elastase inhibitor	1.0	327724	1	10841	0	1.0	False	1.0	False
1957	UBERON_0003230	epithelium of carpal region	1.0	327724	2	10841	0	1.0	False	1.0	False
1942	GO_0060256	regulation of flocculation	1.0	327724	1	10841	0	1.0	False	1.0	False
1924	PR_000014732	splicing factor 3A subunit 2	1.0	327724	1	10841	0	1.0	False	1.0	False
1996	GO_0002241	response to parasitic plant	1.0	327724	5	10841	0	1.0	False	1.0	False
1998	PR_000010414	MIF4G domain-containing protein	1.0	327724	3	10841	0	1.0	False	1.0	False
2041	CHEBI_82174	Isocarbamid	1.0	327724	1	10841	0	1.0	False	1.0	False
2042	CHEBI_53629	norlignan	1.0	327724	1	10841	0	1.0	False	1.0	False
2043	CHEBI_60356	tetraoleyl cardiolipin	1.0	327724	2	10841	0	1.0	False	1.0	False
2045	CHEBI_75599	EC 6.3.2.2 (glutamate--cysteine ligase) inhibitor	1.0	327724	1	10841	0	1.0	False	1.0	False
2046	PR_000015905	synaptotagmin-3	1.0	327724	1	10841	0	1.0	False	1.0	False
2047	SO_0001520	translocaton_attribute	1.0	327724	2	10841	0	1.0	False	1.0	False
2048	CHEBI_17418	valeric acid	1.0	327724	57	10841	0	1.0	False	1.0	False
2049	UBERON_0002729	claustral amygdaloid area	1.0	327724	1	10841	0	1.0	False	1.0	False
2050	CHEBI_83080	alpha-chrysopine	1.0	327724	1	10841	0	1.0	False	1.0	False
2051	UBERON_0011220	mastoid process of temporal bone	1.0	327724	2	10841	0	1.0	False	1.0	False
2052	GO_0030150	protein import into mitochondrial matrix	1.0	327724	4	10841	0	1.0	False	1.0	False
2053	CHEBI_64335	N(1)-aminopropylagmatine(3+)	1.0	327724	1	10841	0	1.0	False	1.0	False
2054	UBERON_0002245	cerebellar hemisphere	1.0	327724	1	10841	0	1.0	False	1.0	False
2055	GO_0001798	positive regulation of type IIa hypersensitivity	1.0	327724	1	10841	0	1.0	False	1.0	False
2056	PR_000005921	ketimine reductase mu-crystallin	1.0	327724	1	10841	0	1.0	False	1.0	False
2057	GO_0031975	envelope	1.0	327724	1	10841	0	1.0	False	1.0	False
2058	CHEBI_52283	1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside	1.0	327724	1	10841	0	1.0	False	1.0	False
2059	GO_0005927	muscle tendon junction	1.0	327724	1	10841	0	1.0	False	1.0	False
2061	GO_0000748	conjugation with mutual genetic exchange	1.0	327724	2	10841	0	1.0	False	1.0	False
2062	GO_0040032	post-embryonic body morphogenesis	1.0	327724	9	10841	0	1.0	False	1.0	False
2063	PR_000035364	histone H3-like centromeric protein A, initiator methionine removed phosphorylated 1 (human)	1.0	327724	1	10841	0	1.0	False	1.0	False
2065	PR_000003773	all-trans-retinol dehydrogenase [NAD(+)] ADH7	1.0	327724	1	10841	0	1.0	False	1.0	False
2066	GO_0032097	positive regulation of response to food	1.0	327724	1	10841	0	1.0	False	1.0	False
2068	CHEBI_2471	Adenocarpine	1.0	327724	1	10841	0	1.0	False	1.0	False
2069	PR_000023799	ribonuclease R	1.0	327724	3	10841	0	1.0	False	1.0	False
2070	CL_0002047	Fraction B precursor B cell	1.0	327724	1	10841	0	1.0	False	1.0	False
2071	GO_0030537	larval behavior	1.0	327724	1	10841	0	1.0	False	1.0	False
2040	GO_0006826	iron ion transport	1.0	327724	22	10841	0	1.0	False	1.0	False
2039	SO_0001587	stop_gained	1.0	327724	6	10841	0	1.0	False	1.0	False
2038	CHEBI_31050	104-1	1.0	327724	1	10841	0	1.0	False	1.0	False
2037	UBERON_0008879	ligament of pinna	1.0	327724	2	10841	0	1.0	False	1.0	False
1999	PR_000014932	solute carrier family 12 member 9	1.0	327724	4	10841	0	1.0	False	1.0	False
2000	CHEBI_38634	voltage-gated sodium channel blocker	1.0	327724	2	10841	0	1.0	False	1.0	False
2002	GO_0032044	DSIF complex	1.0	327724	1	10841	0	1.0	False	1.0	False
2003	UBERON_0000320	duodenal mucosa	1.0	327724	3	10841	0	1.0	False	1.0	False
2005	GO_0008048	calcium sensitive guanylate cyclase activator activity	1.0	327724	1	10841	0	1.0	False	1.0	False
2007	UBERON_0001587	subclavian vein	1.0	327724	1	10841	0	1.0	False	1.0	False
2008	PR_000000220	Muellerian-inhibiting factor isoform 1	1.0	327724	11	10841	0	1.0	False	1.0	False
2009	PR_000011059	protein NDRG1	1.0	327724	8	10841	0	1.0	False	1.0	False
2010	CHEBI_61638	poly(vinyl butyral) polymer	1.0	327724	2	10841	0	1.0	False	1.0	False
2011	GO_0033323	choline biosynthetic process via CDP-choline	1.0	327724	3	10841	0	1.0	False	1.0	False
2014	CL_0000598	pyramidal neuron	1.0	327724	42	10841	0	1.0	False	1.0	False
2016	GO_0035311	wing cell fate specification	1.0	327724	5	10841	0	1.0	False	1.0	False
2018	CHEBI_9291	Strobamine	1.0	327724	1	10841	0	1.0	False	1.0	False
1997	GO_1904311	response to gold(3+)	1.0	327724	1	10841	0	1.0	False	1.0	False
2019	PR_000012774	polycystic kidney disease 2-like 1 protein	1.0	327724	28	10841	0	1.0	False	1.0	False
2021	PR_000007874	guanylate-binding protein 1	1.0	327724	2	10841	0	1.0	False	1.0	False
2022	CHEBI_33474	hydrocarbylidyne group	1.0	327724	4	10841	0	1.0	False	1.0	False
2023	GO_0043525	positive regulation of neuron apoptotic process	1.0	327724	1	10841	0	1.0	False	1.0	False
2024	CHEBI_82437	Dibenz[a,c]anthracene	1.0	327724	1	10841	0	1.0	False	1.0	False
2025	CHEBI_48390	cinacalcet	1.0	327724	13	10841	0	1.0	False	1.0	False
2026	CHEBI_36177	cytoporphyrin	1.0	327724	1	10841	0	1.0	False	1.0	False
2027	CHEBI_34735	edifenphos	1.0	327724	1	10841	0	1.0	False	1.0	False
2028	GO_0090070	positive regulation of ribosome biogenesis	1.0	327724	1	10841	0	1.0	False	1.0	False
2029	UBERON_0001401	longissimus thoracis muscle	1.0	327724	33	10841	0	1.0	False	1.0	False
2032	CHEBI_42797	gabapentin	1.0	327724	23	10841	0	1.0	False	1.0	False
2033	PR_000016069	taste receptor type 2 member 38	1.0	327724	3	10841	0	1.0	False	1.0	False
2034	GO_0045455	ecdysteroid metabolic process	1.0	327724	2	10841	0	1.0	False	1.0	False
2036	GO_0007259	receptor signaling pathway via JAK-STAT	1.0	327724	3	10841	0	1.0	False	1.0	False
2020	GO_0034383	low-density lipoprotein particle clearance	1.0	327724	1	10841	0	1.0	False	1.0	False
2072	UBERON_0002489	coronal suture	1.0	327724	1	10841	0	1.0	False	1.0	False
1923	CHEBI_5088	flavoxate	1.0	327724	1	10841	0	1.0	False	1.0	False
1921	CHEBI_25941	peroxynitrite	1.0	327724	3	10841	0	1.0	False	1.0	False
1818	CHEBI_9008	salicyluric acid	1.0	327724	1	10841	0	1.0	False	1.0	False
1819	GO_0032636	interleukin-7 production	1.0	327724	1	10841	0	1.0	False	1.0	False
1820	UBERON_0001295	endometrium	1.0	327724	3	10841	0	1.0	False	1.0	False
1821	PR_000001939	thrombopoietin receptor	1.0	327724	1	10841	0	1.0	False	1.0	False
1822	UBERON_0006078	subdivision of spinal cord lateral column	1.0	327724	9	10841	0	1.0	False	1.0	False
1823	PR_000002044	interferon regulatory factor 2	1.0	327724	1	10841	0	1.0	False	1.0	False
1824	UBERON_0002814	posterior superior fissure of cerebellum	1.0	327724	1	10841	0	1.0	False	1.0	False
1825	PR_000002064	macrosialin	1.0	327724	3	10841	0	1.0	False	1.0	False
1826	GO_0030323	respiratory tube development	1.0	327724	2	10841	0	1.0	False	1.0	False
1827	UBERON_0005273	nail bed	1.0	327724	7	10841	0	1.0	False	1.0	False
1828	CHEBI_35795	polyprenylbenzoquinone	1.0	327724	1	10841	0	1.0	False	1.0	False
1829	UBERON_0002463	muscle of posterior compartment of hindlimb stylopod	1.0	327724	4	10841	0	1.0	False	1.0	False
1830	GO_0072006	nephron development	1.0	327724	6	10841	0	1.0	False	1.0	False
1831	CHEBI_16179	retinyl ester	1.0	327724	5	10841	0	1.0	False	1.0	False
1832	CHEBI_31823	mercury dichloride	1.0	327724	2	10841	0	1.0	False	1.0	False
1833	UBERON_0002412	vertebra	1.0	327724	29	10841	0	1.0	False	1.0	False
1835	GO_0002064	epithelial cell development	1.0	327724	8	10841	0	1.0	False	1.0	False
1837	PR_000014833	SH3 and multiple ankyrin repeat domains protein 3	1.0	327724	50	10841	0	1.0	False	1.0	False
1838	CHEBI_7497	nelfinavir mesylate	1.0	327724	1	10841	0	1.0	False	1.0	False
1839	GO_0018146	keratan sulfate biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
1840	UBERON_0000997	mammalian vulva	1.0	327724	57	10841	0	1.0	False	1.0	False
1842	GO_0007419	ventral cord development	1.0	327724	2	10841	0	1.0	False	1.0	False
1843	GO_0009583	detection of light stimulus	1.0	327724	9	10841	0	1.0	False	1.0	False
1844	CHEBI_77162	GCK127	1.0	327724	5	10841	0	1.0	False	1.0	False
1845	PR_000007434	IgGFc-binding protein	1.0	327724	1	10841	0	1.0	False	1.0	False
1846	UBERON_0005606	hyaloid cavity	1.0	327724	1	10841	0	1.0	False	1.0	False
1847	UBERON_0005314	alveolar primary septum	1.0	327724	1	10841	0	1.0	False	1.0	False
1817	CHEBI_35679	antilipemic drug	1.0	327724	2	10841	0	1.0	False	1.0	False
1816	PR_000004838	biotinidase	1.0	327724	1	10841	0	1.0	False	1.0	False
1814	CHEBI_77578	monoalkyl-sn-glycero-3-phosphoethanolamine zwitterion	1.0	327724	2	10841	0	1.0	False	1.0	False
1813	CHEBI_81835	Glyphosate-monoammonium	1.0	327724	2	10841	0	1.0	False	1.0	False
1782	UBERON_0001868	skin of chest	1.0	327724	2	10841	0	1.0	False	1.0	False
1784	UBERON_0005479	superior mesenteric ganglion	1.0	327724	1	10841	0	1.0	False	1.0	False
1786	CHEBI_36237	cholanic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
1787	GO_0030476	ascospore wall assembly	1.0	327724	3	10841	0	1.0	False	1.0	False
1788	CHEBI_9405	tartrazine	1.0	327724	1	10841	0	1.0	False	1.0	False
1790	UBERON_0000006	islet of Langerhans	1.0	327724	50	10841	0	1.0	False	1.0	False
1791	GO_0006240	dCDP biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
1792	CL_0000421	coelomocyte	1.0	327724	2	10841	0	1.0	False	1.0	False
1793	UBERON_0001171	portal lobule	1.0	327724	6	10841	0	1.0	False	1.0	False
1794	CHEBI_17844	2-amino-3-oxobutanoic acid	1.0	327724	2	10841	0	1.0	False	1.0	False
1795	CHEBI_16086	mycothione	1.0	327724	1	10841	0	1.0	False	1.0	False
1796	CL_0002663	myocardial endocrine cell of atrium	1.0	327724	1	10841	0	1.0	False	1.0	False
1797	CHEBI_6807	methadone	1.0	327724	115	10841	0	1.0	False	1.0	False
1848	PR_000012733	serine/threonine-protein kinase Pim-2	1.0	327724	4	10841	0	1.0	False	1.0	False
1798	CL_0000588	odontoclast	1.0	327724	2	10841	0	1.0	False	1.0	False
1800	CL_0002216	intermediate muscle cell	1.0	327724	1	10841	0	1.0	False	1.0	False
1801	CHEBI_34909	pentosan sulfate	1.0	327724	2	10841	0	1.0	False	1.0	False
1802	UBERON_0003906	cardiac jelly	1.0	327724	3	10841	0	1.0	False	1.0	False
1803	UBERON_0011179	transverse nucleus of stria terminalis	1.0	327724	1	10841	0	1.0	False	1.0	False
1804	GO_0042420	dopamine catabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
1805	CHEBI_33466	monoatomic phosphorus	1.0	327724	3	10841	0	1.0	False	1.0	False
1806	GO_0090060	regulation of metaxylem development	1.0	327724	2	10841	0	1.0	False	1.0	False
1807	GO_0031626	beta-endorphin binding	1.0	327724	2	10841	0	1.0	False	1.0	False
1808	UBERON_0003932	cartilage element of chondrocranium	1.0	327724	1	10841	0	1.0	False	1.0	False
1809	CHEBI_18147	beta-maltose	1.0	327724	1	10841	0	1.0	False	1.0	False
1810	CHEBI_63041	manganese(II) chloride	1.0	327724	3	10841	0	1.0	False	1.0	False
1811	UBERON_2005019	efferent lamellar arteriole	1.0	327724	10	10841	0	1.0	False	1.0	False
1812	CHEBI_77861	cincreasin	1.0	327724	1	10841	0	1.0	False	1.0	False
1799	SO_0001735	H3K79_methylation_site	1.0	327724	8	10841	0	1.0	False	1.0	False
1922	UBERON_0000395	cochlear ganglion	1.0	327724	23	10841	0	1.0	False	1.0	False
1849	PR_000000695	cation channel sperm-associated protein subunit beta isoform 1	1.0	327724	1	10841	0	1.0	False	1.0	False
1852	CHEBI_24848	inositol	1.0	327724	65	10841	0	1.0	False	1.0	False
1888	GO_0018909	dodecyl sulfate metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
1890	PR_000004411	autophagy-related protein 2 homolog A	1.0	327724	2	10841	0	1.0	False	1.0	False
1891	CHEBI_86949	syringyl alcohol diacetate	1.0	327724	1	10841	0	1.0	False	1.0	False
1893	CHEBI_33566	catechols	1.0	327724	32	10841	0	1.0	False	1.0	False
1894	GO_0033016	rhoptry membrane	1.0	327724	2	10841	0	1.0	False	1.0	False
1895	GO_0006611	protein export from nucleus	1.0	327724	1	10841	0	1.0	False	1.0	False
1897	UBERON_0000397	colonic epithelium	1.0	327724	11	10841	0	1.0	False	1.0	False
1899	GO_0033579	protein galactosylation in endoplasmic reticulum	1.0	327724	1	10841	0	1.0	False	1.0	False
1901	PR_000010477	matrix metalloproteinase-17	1.0	327724	4	10841	0	1.0	False	1.0	False
1902	GO_0036474	cell death in response to hydrogen peroxide	1.0	327724	1	10841	0	1.0	False	1.0	False
1903	GO_0018979	trichloroethylene metabolic process	1.0	327724	3	10841	0	1.0	False	1.0	False
1904	GO_0019232	perception of rate of movement	1.0	327724	3	10841	0	1.0	False	1.0	False
1905	PR_000004674	B-cell receptor-associated protein 29	1.0	327724	1	10841	0	1.0	False	1.0	False
1906	CHEBI_3172	bretylium	1.0	327724	1	10841	0	1.0	False	1.0	False
1907	CHEBI_70167	eutypoid E	1.0	327724	4	10841	0	1.0	False	1.0	False
1908	SO_0000755	plasmid_vector	1.0	327724	3	10841	0	1.0	False	1.0	False
1909	UBERON_0007195	stroma of bone marrow	1.0	327724	1	10841	0	1.0	False	1.0	False
1910	GO_0042424	catecholamine catabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
1911	CHEBI_8364	prazosin	1.0	327724	2	10841	0	1.0	False	1.0	False
1912	GO_0060074	synapse maturation	1.0	327724	6	10841	0	1.0	False	1.0	False
1913	CHEBI_6542	Lotaustralin	1.0	327724	1	10841	0	1.0	False	1.0	False
1914	CHEBI_37838	carboacyl group	1.0	327724	3	10841	0	1.0	False	1.0	False
1915	GO_0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	1.0	327724	1	10841	0	1.0	False	1.0	False
1916	CHEBI_2611	alprazolam	1.0	327724	13	10841	0	1.0	False	1.0	False
1917	UBERON_0004688	costo-cervical trunk	1.0	327724	3	10841	0	1.0	False	1.0	False
1918	GO_0036260	RNA capping	1.0	327724	15	10841	0	1.0	False	1.0	False
1920	GO_0070893	transposon integration	1.0	327724	1	10841	0	1.0	False	1.0	False
1887	UBERON_0000094	membrane organ	1.0	327724	1	10841	0	1.0	False	1.0	False
1886	CHEBI_39434	limonoid	1.0	327724	1	10841	0	1.0	False	1.0	False
1884	UBERON_0002383	supraspinatus muscle	1.0	327724	4	10841	0	1.0	False	1.0	False
1883	GO_0006786	heme C biosynthetic process	1.0	327724	3	10841	0	1.0	False	1.0	False
1853	GO_0007437	adult salivary gland morphogenesis	1.0	327724	2	10841	0	1.0	False	1.0	False
1854	PR_000010890	histone acetyltransferase KAT6A	1.0	327724	2	10841	0	1.0	False	1.0	False
1855	UBERON_0000157	theca interna	1.0	327724	1	10841	0	1.0	False	1.0	False
1856	CHEBI_48373	amidyl group	1.0	327724	1	10841	0	1.0	False	1.0	False
1857	GO_0007348	regulation of syncytial blastoderm mitotic cell cycle	1.0	327724	7	10841	0	1.0	False	1.0	False
1858	GO_0008616	queuosine biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
1859	CL_0002158	external epithelial cell of tympanic membrane	1.0	327724	1	10841	0	1.0	False	1.0	False
1860	CL_1001603	lung macrophage	1.0	327724	1	10841	0	1.0	False	1.0	False
1861	GO_0043491	protein kinase B signaling	1.0	327724	18	10841	0	1.0	False	1.0	False
1862	GO_0002866	positive regulation of acute inflammatory response to antigenic stimulus	1.0	327724	1	10841	0	1.0	False	1.0	False
1863	GO_0097270	dishabituation	1.0	327724	1	10841	0	1.0	False	1.0	False
1864	UBERON_0005876	undifferentiated genital tubercle	1.0	327724	1	10841	0	1.0	False	1.0	False
1866	CHEBI_66900	prostaglandin receptor agonist	1.0	327724	2	10841	0	1.0	False	1.0	False
1851	CHEBI_39132	beryllium cation	1.0	327724	3	10841	0	1.0	False	1.0	False
1867	CL_0000211	electrically active cell	1.0	327724	1	10841	0	1.0	False	1.0	False
1869	GO_0019853	L-ascorbic acid biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
1870	GO_0030632	D-alanine biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
1872	CHEBI_29940	hydridophosphorus(1+)	1.0	327724	1	10841	0	1.0	False	1.0	False
1873	CHEBI_50266	prodrug	1.0	327724	3	10841	0	1.0	False	1.0	False
1874	UBERON_0003092	ultimobranchial body	1.0	327724	1	10841	0	1.0	False	1.0	False
1875	UBERON_0025525	motor system	1.0	327724	1	10841	0	1.0	False	1.0	False
1876	GO_0015578	mannose transmembrane transporter activity	1.0	327724	1	10841	0	1.0	False	1.0	False
1877	CHEBI_5950	iodoquinol	1.0	327724	1	10841	0	1.0	False	1.0	False
1878	GO_0016064	immunoglobulin mediated immune response	1.0	327724	3	10841	0	1.0	False	1.0	False
1879	CHEBI_5810	hydroxymethylphosphonic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
1880	UBERON_0004649	sphenoid bone pterygoid process	1.0	327724	4	10841	0	1.0	False	1.0	False
1881	PR_000013283	U4/U6 small nuclear ribonucleoprotein Prp4	1.0	327724	2	10841	0	1.0	False	1.0	False
1882	CL_1000312	bronchial goblet cell	1.0	327724	1	10841	0	1.0	False	1.0	False
1868	PR_000007690	ferritin heavy chain	1.0	327724	48	10841	0	1.0	False	1.0	False
1781	GO_0000737	DNA catabolic process, endonucleolytic	1.0	327724	3	10841	0	1.0	False	1.0	False
2073	CL_0000031	neuroblast (sensu Vertebrata)	1.0	327724	49	10841	0	1.0	False	1.0	False
2075	GO_0072685	Mre11 complex assembly	1.0	327724	2	10841	0	1.0	False	1.0	False
2266	GO_0036078	minus-end specific microtubule depolymerization	1.0	327724	3	10841	0	1.0	False	1.0	False
2267	CHEBI_46316	2-PROPYLPENTANAMIDE	1.0	327724	1	10841	0	1.0	False	1.0	False
