	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_IGNORANCE_CATEGORY	TOTAL_SUCCESSES_IN_IGNORANCE_CATEGORY	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
5113	CHEBI_28087	glycogen	1.0	182892	3	8688	0	1.0	False	1.0	False
5114	PR_000003572	ATP-binding cassette sub-family G member 5	1.0	182892	2	8688	0	1.0	False	1.0	False
5128	GO_0001508	action potential	1.0	182892	7	8688	0	1.0	False	1.0	False
5115	CHEBI_33320	actinoid atom	1.0	182892	1	8688	0	1.0	False	1.0	False
5117	CHEBI_36242	3-(4-hydroxyphenyl)pyruvate	1.0	182892	1	8688	0	1.0	False	1.0	False
5118	CHEBI_38015	alkylammonium sulfate	1.0	182892	1	8688	0	1.0	False	1.0	False
5119	CHEBI_3172	bretylium	1.0	182892	1	8688	0	1.0	False	1.0	False
5120	UBERON_0001072	posterior vena cava	1.0	182892	3	8688	0	1.0	False	1.0	False
5121	GO_0043402	glucocorticoid mediated signaling pathway	1.0	182892	4	8688	0	1.0	False	1.0	False
5122	GO_0010159	specification of animal organ position	1.0	182892	13	8688	0	1.0	False	1.0	False
5123	CHEBI_38945	sulfotep	1.0	182892	1	8688	0	1.0	False	1.0	False
5124	GO_0001990	regulation of systemic arterial blood pressure by hormone	1.0	182892	7	8688	0	1.0	False	1.0	False
5125	GO_0000280	nuclear division	1.0	182892	1	8688	0	1.0	False	1.0	False
5116	CHEBI_25941	peroxynitrite	1.0	182892	1	8688	0	1.0	False	1.0	False
5162	CHEBI_51194	oxetenes	1.0	182892	2	8688	0	1.0	False	1.0	False
5163	PR_000007959	putative gametogenetin-binding protein 1	1.0	182892	4	8688	0	1.0	False	1.0	False
5164	CHEBI_52635	scandium-45 atom	1.0	182892	1	8688	0	1.0	False	1.0	False
5195	GO_0034431	bis(5'-adenosyl)-hexaphosphatase activity	1.0	182892	1	8688	0	1.0	False	1.0	False
5196	GO_0001893	maternal placenta development	1.0	182892	2	8688	0	1.0	False	1.0	False
5197	PR_000013503	nectin-4	1.0	182892	1	8688	0	1.0	False	1.0	False
5198	UBERON_0014738	medial pallium	1.0	182892	1	8688	0	1.0	False	1.0	False
5199	CHEBI_63336	paratose	1.0	182892	1	8688	0	1.0	False	1.0	False
5201	CHEBI_52139	benzylpenicillin clemizole	1.0	182892	1	8688	0	1.0	False	1.0	False
5202	GO_0050651	dermatan sulfate proteoglycan biosynthetic process	1.0	182892	1	8688	0	1.0	False	1.0	False
5203	GO_0019933	cAMP-mediated signaling	1.0	182892	8	8688	0	1.0	False	1.0	False
5204	CHEBI_35847	tenidap	1.0	182892	1	8688	0	1.0	False	1.0	False
5194	GO_0042438	melanin biosynthetic process	1.0	182892	1	8688	0	1.0	False	1.0	False
5205	GO_0006223	uracil salvage	1.0	182892	13	8688	0	1.0	False	1.0	False
5207	CHEBI_48390	cinacalcet	1.0	182892	11	8688	0	1.0	False	1.0	False
5209	CHEBI_50515	24-hydroxycholesterol	1.0	182892	11	8688	0	1.0	False	1.0	False
5210	GO_0042487	regulation of odontogenesis of dentin-containing tooth	1.0	182892	2	8688	0	1.0	False	1.0	False
5211	PR_000015396	suppressor of cytokine signaling 5	1.0	182892	2	8688	0	1.0	False	1.0	False
5212	GO_0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	1.0	182892	1	8688	0	1.0	False	1.0	False
5213	GO_0045204	MAPK export from nucleus	1.0	182892	1	8688	0	1.0	False	1.0	False
5214	PR_000029559	interleukin-36 beta	1.0	182892	16	8688	0	1.0	False	1.0	False
5215	GO_0043052	thermotaxis	1.0	182892	14	8688	0	1.0	False	1.0	False
5216	GO_0044805	late nucleophagy	1.0	182892	3	8688	0	1.0	False	1.0	False
5206	CHEBI_36333	local anaesthetic	1.0	182892	17	8688	0	1.0	False	1.0	False
5193	UBERON_0004345	trophectoderm	1.0	182892	13	8688	0	1.0	False	1.0	False
5192	UBERON_0008944	albumen	1.0	182892	2	8688	0	1.0	False	1.0	False
5191	CHEBI_72614	(2E,4E)-deca-2,4-dienoic acid	1.0	182892	1	8688	0	1.0	False	1.0	False
5165	CHEBI_87226	lissamine flavine FF	1.0	182892	1	8688	0	1.0	False	1.0	False
5166	GO_0003308	negative regulation of Wnt signaling pathway involved in heart development	1.0	182892	3	8688	0	1.0	False	1.0	False
5167	CHEBI_24384	glycogens	1.0	182892	97	8688	0	1.0	False	1.0	False
5168	CHEBI_76988	xenoestrogen	1.0	182892	5	8688	0	1.0	False	1.0	False
5169	CHEBI_22681	aziridines	1.0	182892	2	8688	0	1.0	False	1.0	False
5170	UBERON_0005411	bony otic capsule	1.0	182892	1	8688	0	1.0	False	1.0	False
5171	GO_0005933	cellular bud	1.0	182892	2	8688	0	1.0	False	1.0	False
5172	PR_000005179	CD99 molecule-like protein 2	1.0	182892	1	8688	0	1.0	False	1.0	False
5175	CHEBI_26366	pseudouridines	1.0	182892	1	8688	0	1.0	False	1.0	False
5176	CHEBI_85914	(9Z,12Z)-hexadeca-9,12,15-trienoyl-CoA(4-)	1.0	182892	1	8688	0	1.0	False	1.0	False
5177	GO_0003059	positive regulation of the force of heart contraction by epinephrine	1.0	182892	29	8688	0	1.0	False	1.0	False
5178	GO_0006001	fructose catabolic process	1.0	182892	1	8688	0	1.0	False	1.0	False
5179	CHEBI_34539	Ar4Cer	1.0	182892	2	8688	0	1.0	False	1.0	False
5180	GO_0000091	mitotic anaphase A	1.0	182892	2	8688	0	1.0	False	1.0	False
5181	PR_000015760	stathmin-2	1.0	182892	1	8688	0	1.0	False	1.0	False
5184	UBERON_0003718	muscle spindle	1.0	182892	1	8688	0	1.0	False	1.0	False
5185	GO_0007286	spermatid development	1.0	182892	3	8688	0	1.0	False	1.0	False
5186	CHEBI_26043	phosphinic ester	1.0	182892	6	8688	0	1.0	False	1.0	False
5187	GO_0043976	histone H3-K79 acetylation	1.0	182892	1	8688	0	1.0	False	1.0	False
5188	CHEBI_27779	griseofulvin	1.0	182892	1	8688	0	1.0	False	1.0	False
5189	CHEBI_81692	4-Methoxy potassium salicylate	1.0	182892	1	8688	0	1.0	False	1.0	False
5334	GO_0032782	bile acid secretion	1.0	182892	1	8688	0	1.0	False	1.0	False
5102	UBERON_0006343	right subhepatic recess	1.0	182892	1	8688	0	1.0	False	1.0	False
5335	UBERON_0013513	anal pterya	1.0	182892	1	8688	0	1.0	False	1.0	False
5337	GO_0044467	glial cell-derived neurotrophic factor production	1.0	182892	3	8688	0	1.0	False	1.0	False
5481	GO_0001712	ectodermal cell fate commitment	1.0	182892	1	8688	0	1.0	False	1.0	False
5482	CHEBI_33348	tantalum atom	1.0	182892	1	8688	0	1.0	False	1.0	False
5483	CHEBI_35816	leprostatic drug	1.0	182892	14	8688	0	1.0	False	1.0	False
5484	GO_0022413	reproductive process in single-celled organism	1.0	182892	5	8688	0	1.0	False	1.0	False
5485	UBERON_0001122	scalenus medius	1.0	182892	1	8688	0	1.0	False	1.0	False
5487	PR_000001777	IKK-related kinase	1.0	182892	7	8688	0	1.0	False	1.0	False
5488	CHEBI_31115	3-Epimacronine	1.0	182892	1	8688	0	1.0	False	1.0	False
5489	GO_0042277	peptide binding	1.0	182892	1	8688	0	1.0	False	1.0	False
5490	CHEBI_5869	imazaquin	1.0	182892	2	8688	0	1.0	False	1.0	False
5478	CHEBI_75937	monooleoylglycerol	1.0	182892	2	8688	0	1.0	False	1.0	False
5491	GO_0007008	outer mitochondrial membrane organization	1.0	182892	2	8688	0	1.0	False	1.0	False
5493	GO_0007166	cell surface receptor signaling pathway	1.0	182892	5	8688	0	1.0	False	1.0	False
5494	PR_000005593	ceroid-lipofuscinosis neuronal protein 6	1.0	182892	13	8688	0	1.0	False	1.0	False
5495	GO_0090400	stress-induced premature senescence	1.0	182892	1	8688	0	1.0	False	1.0	False
5496	GO_0009306	protein secretion	1.0	182892	7	8688	0	1.0	False	1.0	False
5497	PR_000009709	late cornified envelope protein 3A	1.0	182892	3	8688	0	1.0	False	1.0	False
5498	CHEBI_3175	brimonidine	1.0	182892	1	8688	0	1.0	False	1.0	False
5499	UBERON_0014477	thoracic skeleton	1.0	182892	1	8688	0	1.0	False	1.0	False
5500	CHEBI_28453	(20S)-20-hydroxypregn-4-en-3-one	1.0	182892	1	8688	0	1.0	False	1.0	False
5501	CHEBI_16841	bis(3-aminopropyl)amine	1.0	182892	3	8688	0	1.0	False	1.0	False
5492	UBERON_0008806	buccal funnel	1.0	182892	2	8688	0	1.0	False	1.0	False
5502	PR_000013459	tyrosine-protein phosphatase non-receptor type 4	1.0	182892	11	8688	0	1.0	False	1.0	False
5477	UBERON_0002352	atrioventricular node	1.0	182892	2	8688	0	1.0	False	1.0	False
5475	UBERON_0001385	tibialis anterior	1.0	182892	2	8688	0	1.0	False	1.0	False
5454	UBERON_0008826	pulmonary surfactant	1.0	182892	1	8688	0	1.0	False	1.0	False
5455	CHEBI_50268	GABA modulator	1.0	182892	1	8688	0	1.0	False	1.0	False
5456	CHEBI_28061	alpha-D-galactose	1.0	182892	8	8688	0	1.0	False	1.0	False
5457	GO_0051626	regulation of epinephrine uptake	1.0	182892	6	8688	0	1.0	False	1.0	False
5458	GO_0060513	prostatic bud formation	1.0	182892	1	8688	0	1.0	False	1.0	False
5459	UBERON_0001935	ventromedial nucleus of hypothalamus	1.0	182892	1	8688	0	1.0	False	1.0	False
5460	GO_0019338	pentachlorophenol catabolic process	1.0	182892	5	8688	0	1.0	False	1.0	False
5461	GO_0032039	integrator complex	1.0	182892	2	8688	0	1.0	False	1.0	False
5462	SO_0001870	enhancerRNA	1.0	182892	1	8688	0	1.0	False	1.0	False
5476	GO_0030286	dynein complex	1.0	182892	2	8688	0	1.0	False	1.0	False
5463	UBERON_0002868	commissural nucleus of vagus nerve	1.0	182892	1	8688	0	1.0	False	1.0	False
5465	UBERON_0003025	brachium of inferior colliculus	1.0	182892	1	8688	0	1.0	False	1.0	False
5466	CHEBI_63061	UDP-rhamnose	1.0	182892	1	8688	0	1.0	False	1.0	False
5467	UBERON_0013638	horny papilla of tongue	1.0	182892	1	8688	0	1.0	False	1.0	False
5468	PR_000017394	WD repeat-containing protein 48	1.0	182892	1	8688	0	1.0	False	1.0	False
5469	PR_000015616	SLIT-ROBO Rho GTPase-activating protein 2	1.0	182892	1	8688	0	1.0	False	1.0	False
5470	GO_0045007	depurination	1.0	182892	4	8688	0	1.0	False	1.0	False
5471	CHEBI_85044	H3K27Ac	1.0	182892	1	8688	0	1.0	False	1.0	False
5473	UBERON_0003635	pedal digit 5	1.0	182892	2	8688	0	1.0	False	1.0	False
5474	CHEBI_6720	Megaphone	1.0	182892	1	8688	0	1.0	False	1.0	False
5464	CHEBI_31631	Fominoben hydrochloride	1.0	182892	2	8688	0	1.0	False	1.0	False
5453	UBERON_0014392	sweat of palm	1.0	182892	1	8688	0	1.0	False	1.0	False
5503	PR_000016711	TSC22 domain family protein 1	1.0	182892	10	8688	0	1.0	False	1.0	False
5507	CHEBI_35541	5alpha-cardanolide	1.0	182892	1	8688	0	1.0	False	1.0	False
5537	CHEBI_9532	thiamine(1+) diphosphate	1.0	182892	10	8688	0	1.0	False	1.0	False
5538	CHEBI_32016	pirfenidone	1.0	182892	2	8688	0	1.0	False	1.0	False
5539	PR_000001510	probable G-protein coupled receptor 148	1.0	182892	2	8688	0	1.0	False	1.0	False
5540	UBERON_0011933	vibrissa unit	1.0	182892	25	8688	0	1.0	False	1.0	False
5543	CHEBI_33296	alkali metal molecular entity	1.0	182892	2	8688	0	1.0	False	1.0	False
5544	CL_0000137	osteocyte	1.0	182892	7	8688	0	1.0	False	1.0	False
5545	CHEBI_20837	9-ribosyldihydrozeatin 5'-monophosphate	1.0	182892	1	8688	0	1.0	False	1.0	False
5546	UBERON_0005077	neuropore	1.0	182892	1	8688	0	1.0	False	1.0	False
5547	CHEBI_3743	clidinium	1.0	182892	21	8688	0	1.0	False	1.0	False
5536	GO_0060988	lipid tube assembly	1.0	182892	1	8688	0	1.0	False	1.0	False
5549	GO_0050909	sensory perception of taste	1.0	182892	128	8688	0	1.0	False	1.0	False
5551	UBERON_0001302	right uterine tube	1.0	182892	1	8688	0	1.0	False	1.0	False
5552	CHEBI_18233	xyloglucan	1.0	182892	1	8688	0	1.0	False	1.0	False
5553	GO_0020028	endocytic hemoglobin import into cell	1.0	182892	2	8688	0	1.0	False	1.0	False
5554	UBERON_0002673	vestibular nuclear complex	1.0	182892	1	8688	0	1.0	False	1.0	False
5555	PR_000000728	voltage-gated potassium channel subunit KCNQ1	1.0	182892	16	8688	0	1.0	False	1.0	False
5556	CHEBI_5130	flurbiprofen	1.0	182892	7	8688	0	1.0	False	1.0	False
5557	PR_000016741	tetraspanin-15	1.0	182892	3	8688	0	1.0	False	1.0	False
5558	CHEBI_50314	fluoronium	1.0	182892	1	8688	0	1.0	False	1.0	False
5559	CHEBI_9138	silandrin	1.0	182892	1	8688	0	1.0	False	1.0	False
5550	CHEBI_49322	anthracycline antibiotic	1.0	182892	1	8688	0	1.0	False	1.0	False
5504	CHEBI_70674	erythro-carolignan E	1.0	182892	22	8688	0	1.0	False	1.0	False
5535	UBERON_0002073	hair follicle	1.0	182892	7	8688	0	1.0	False	1.0	False
5532	CHEBI_32186	technetium-99 medronate	1.0	182892	1	8688	0	1.0	False	1.0	False
5508	GO_0007006	mitochondrial membrane organization	1.0	182892	1	8688	0	1.0	False	1.0	False
5510	PR_000010827	myosin-3	1.0	182892	37	8688	0	1.0	False	1.0	False
5511	UBERON_0004548	left eye	1.0	182892	5	8688	0	1.0	False	1.0	False
5512	PR_000010437	membrane protein MLC1	1.0	182892	1	8688	0	1.0	False	1.0	False
5513	PR_000009219	junction-mediating and -regulatory protein	1.0	182892	2	8688	0	1.0	False	1.0	False
5514	CHEBI_24279	glucosinolate	1.0	182892	1	8688	0	1.0	False	1.0	False
5515	PR_000005319	cadherin EGF LAG seven-pass G-type receptor 2	1.0	182892	3	8688	0	1.0	False	1.0	False
5516	CHEBI_15425	proclavaminic acid	1.0	182892	2	8688	0	1.0	False	1.0	False
5517	UBERON_0001771	pupil	1.0	182892	1	8688	0	1.0	False	1.0	False
5533	PR_000006137	cytochrome P450 4B1	1.0	182892	1	8688	0	1.0	False	1.0	False
5518	SO_0000902	transgene	1.0	182892	12	8688	0	1.0	False	1.0	False
5522	GO_0070929	trans-translation	1.0	182892	1	8688	0	1.0	False	1.0	False
5523	GO_0009787	regulation of abscisic acid-activated signaling pathway	1.0	182892	4	8688	0	1.0	False	1.0	False
5525	CHEBI_32988	amide	1.0	182892	3	8688	0	1.0	False	1.0	False
5526	PR_000016299	trans-Golgi network integral membrane protein 2	1.0	182892	3	8688	0	1.0	False	1.0	False
5527	CHEBI_17015	riboflavin	1.0	182892	5	8688	0	1.0	False	1.0	False
5528	GO_0098793	presynapse	1.0	182892	22	8688	0	1.0	False	1.0	False
5529	UBERON_0000964	cornea	1.0	182892	15	8688	0	1.0	False	1.0	False
5530	GO_0031105	septin complex	1.0	182892	1	8688	0	1.0	False	1.0	False
5531	CHEBI_48538	apomorphine	1.0	182892	1	8688	0	1.0	False	1.0	False
5520	CHEBI_2341	AACOCF3	1.0	182892	5	8688	0	1.0	False	1.0	False
5452	GO_0006067	ethanol metabolic process	1.0	182892	3	8688	0	1.0	False	1.0	False
5451	CHEBI_59795	thiohemiacetal	1.0	182892	1	8688	0	1.0	False	1.0	False
5450	GO_0000917	division septum assembly	1.0	182892	10	8688	0	1.0	False	1.0	False
5365	GO_0044265	cellular macromolecule catabolic process	1.0	182892	1	8688	0	1.0	False	1.0	False
5367	CL_0002150	epithelioid macrophage	1.0	182892	1	8688	0	1.0	False	1.0	False
5368	GO_0015918	sterol transport	1.0	182892	6	8688	0	1.0	False	1.0	False
5369	CHEBI_39992	3-methylcytosine	1.0	182892	1	8688	0	1.0	False	1.0	False
5370	SO_0005836	regulatory_region	1.0	182892	49	8688	0	1.0	False	1.0	False
5371	CHEBI_34789	hetacillin potassium	1.0	182892	3	8688	0	1.0	False	1.0	False
5372	PR_000017369	tryptophan--tRNA ligase, cytoplasmic	1.0	182892	1	8688	0	1.0	False	1.0	False
5373	CL_1001451	sensory neuron of dorsal root ganglion	1.0	182892	4	8688	0	1.0	False	1.0	False
5374	UBERON_2000674	interopercle	1.0	182892	4	8688	0	1.0	False	1.0	False
5364	CHEBI_25405	monophosphoglyceric acid	1.0	182892	1	8688	0	1.0	False	1.0	False
5375	UBERON_0002023	claustrum of brain	1.0	182892	29	8688	0	1.0	False	1.0	False
5378	CHEBI_82174	Isocarbamid	1.0	182892	1	8688	0	1.0	False	1.0	False
5379	2	A2M (human)	1.0	182892	1	8688	0	1.0	False	1.0	False
5380	GO_0042652	mitochondrial respiratory chain complex I, peripheral segment	1.0	182892	4	8688	0	1.0	False	1.0	False
5381	CHEBI_52231	tin-120 atom	1.0	182892	1	8688	0	1.0	False	1.0	False
5382	PR_000004320	beta-arrestin-2	1.0	182892	4	8688	0	1.0	False	1.0	False
5383	UBERON_0011745	pulmonary valve leaflets	1.0	182892	1	8688	0	1.0	False	1.0	False
5384	GO_2000815	regulation of mRNA stability involved in response to oxidative stress	1.0	182892	1	8688	0	1.0	False	1.0	False
5385	CHEBI_80824	Furanodiene	1.0	182892	1	8688	0	1.0	False	1.0	False
5386	UBERON_0001965	substantia nigra pars compacta	1.0	182892	7	8688	0	1.0	False	1.0	False
5376	PR_000012838	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	1.0	182892	2	8688	0	1.0	False	1.0	False
5387	SO_0000110	sequence_feature	1.0	182892	2	8688	0	1.0	False	1.0	False
5363	GO_0044814	glycolytic fermentation via PFL pathway	1.0	182892	1	8688	0	1.0	False	1.0	False
5361	GO_0070220	aerobic sulfur oxidation	1.0	182892	1	8688	0	1.0	False	1.0	False
5338	PR_000001908	platelet glycoprotein Ib beta chain	1.0	182892	6	8688	0	1.0	False	1.0	False
5339	GO_0019298	coenzyme B biosynthetic process	1.0	182892	1	8688	0	1.0	False	1.0	False
5340	PR_000016203	T-complex protein 11-like protein 2	1.0	182892	1	8688	0	1.0	False	1.0	False
5341	PR_000015079	zinc transporter 6	1.0	182892	1	8688	0	1.0	False	1.0	False
5342	SO_0000101	transposable_element	1.0	182892	2	8688	0	1.0	False	1.0	False
5343	GO_0065003	protein-containing complex assembly	1.0	182892	11	8688	0	1.0	False	1.0	False
5344	GO_0048589	developmental growth	1.0	182892	1	8688	0	1.0	False	1.0	False
5345	GO_0042012	interleukin-16 receptor activity	1.0	182892	1	8688	0	1.0	False	1.0	False
5346	UBERON_0011636	surangular bone	1.0	182892	2	8688	0	1.0	False	1.0	False
5362	UBERON_0012334	navicular bursa	1.0	182892	1	8688	0	1.0	False	1.0	False
5347	PR_000006006	catenin alpha-1	1.0	182892	7	8688	0	1.0	False	1.0	False
5350	PR_000008465	HBS1-like protein	1.0	182892	1	8688	0	1.0	False	1.0	False
5352	UBERON_0002626	head of caudate nucleus	1.0	182892	2	8688	0	1.0	False	1.0	False
5353	GO_0030252	growth hormone secretion	1.0	182892	1	8688	0	1.0	False	1.0	False
5354	PR_000009740	L-lactate dehydrogenase A-like 6A	1.0	182892	1	8688	0	1.0	False	1.0	False
5355	PR_000014888	NAD-dependent protein deacetylase sirtuin-1	1.0	182892	106	8688	0	1.0	False	1.0	False
5356	UBERON_0001832	sublingual gland	1.0	182892	1	8688	0	1.0	False	1.0	False
5357	UBERON_0002205	manubrium of sternum	1.0	182892	1	8688	0	1.0	False	1.0	False
5358	PR_000005877	cysteine-rich PDZ-binding protein	1.0	182892	4	8688	0	1.0	False	1.0	False
5360	GO_0010098	suspensor development	1.0	182892	2	8688	0	1.0	False	1.0	False
5349	CL_0002148	dental pulp cell	1.0	182892	7	8688	0	1.0	False	1.0	False
5388	CHEBI_82190	Nitralin	1.0	182892	1	8688	0	1.0	False	1.0	False
5391	UBERON_0010005	placental labyrinth villous	1.0	182892	14	8688	0	1.0	False	1.0	False
5392	UBERON_0016530	parietal cortex	1.0	182892	6	8688	0	1.0	False	1.0	False
5423	UBERON_0001048	primordium	1.0	182892	1	8688	0	1.0	False	1.0	False
5427	CHEBI_8213	Pimpinellin	1.0	182892	8	8688	0	1.0	False	1.0	False
5430	CHEBI_34914	phenolphthalein	1.0	182892	1	8688	0	1.0	False	1.0	False
5432	PR_000007594	folate receptor alpha	1.0	182892	2	8688	0	1.0	False	1.0	False
5434	CHEBI_78607	alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(1-)	1.0	182892	4	8688	0	1.0	False	1.0	False
5435	CHEBI_24585	hexosamine sulfate	1.0	182892	4	8688	0	1.0	False	1.0	False
5436	GO_0050853	B cell receptor signaling pathway	1.0	182892	4	8688	0	1.0	False	1.0	False
5437	CL_0000724	heterocyst	1.0	182892	1	8688	0	1.0	False	1.0	False
5438	CHEBI_44557	nitrilotriacetic acid	1.0	182892	8	8688	0	1.0	False	1.0	False
5422	CHEBI_23134	chlorobenzoic acid	1.0	182892	5	8688	0	1.0	False	1.0	False
5439	CHEBI_34845	metipranolol hydrochloride	1.0	182892	17	8688	0	1.0	False	1.0	False
5441	CHEBI_50651	myristoyl-[acyl-carrier protein]	1.0	182892	2	8688	0	1.0	False	1.0	False
5442	SO_0000997	gene_fragment	1.0	182892	1	8688	0	1.0	False	1.0	False
5443	GO_0070317	negative regulation of G0 to G1 transition	1.0	182892	2	8688	0	1.0	False	1.0	False
5444	SO_0000029	WC_base_pair	1.0	182892	3	8688	0	1.0	False	1.0	False
5445	UBERON_0007801	pygostyle	1.0	182892	8	8688	0	1.0	False	1.0	False
5446	GO_0035865	cellular response to potassium ion	1.0	182892	1	8688	0	1.0	False	1.0	False
5447	PR_000007570	formin-2	1.0	182892	1	8688	0	1.0	False	1.0	False
5448	CHEBI_17002	cholesteryl ester	1.0	182892	2	8688	0	1.0	False	1.0	False
5449	CL_0000765	erythroblast	1.0	182892	1	8688	0	1.0	False	1.0	False
5440	GO_0005768	endosome	1.0	182892	12	8688	0	1.0	False	1.0	False
5421	CHEBI_3381	(-)-car-3-ene	1.0	182892	1	8688	0	1.0	False	1.0	False
5420	GO_0044206	UMP salvage	1.0	182892	1	8688	0	1.0	False	1.0	False
5419	PR_000001520	probable G-protein coupled receptor 19	1.0	182892	17	8688	0	1.0	False	1.0	False
5393	CHEBI_25698	ether	1.0	182892	1	8688	0	1.0	False	1.0	False
5395	CL_0002211	type I muscle cell	1.0	182892	11	8688	0	1.0	False	1.0	False
5397	PR_000009413	kallikrein-2	1.0	182892	1	8688	0	1.0	False	1.0	False
5398	UBERON_0004108	clivus of occipital bone	1.0	182892	3	8688	0	1.0	False	1.0	False
5399	CHEBI_52766	rhodamine green 6-isomer	1.0	182892	1	8688	0	1.0	False	1.0	False
5400	501	ALDH7A1 (human)	1.0	182892	1	8688	0	1.0	False	1.0	False
5401	GO_0030502	negative regulation of bone mineralization	1.0	182892	1	8688	0	1.0	False	1.0	False
5402	GO_0006863	purine nucleobase transport	1.0	182892	1	8688	0	1.0	False	1.0	False
5403	PR_000014774	pulmonary surfactant-associated protein C	1.0	182892	23	8688	0	1.0	False	1.0	False
5405	GO_0007429	secondary branching, open tracheal system	1.0	182892	12	8688	0	1.0	False	1.0	False
5406	CHEBI_133341	choline chloride	1.0	182892	11	8688	0	1.0	False	1.0	False
5408	CHEBI_30362	isopentane	1.0	182892	5	8688	0	1.0	False	1.0	False
5409	CL_0000596	sexual spore	1.0	182892	4	8688	0	1.0	False	1.0	False
5410	PR_000005969	cystatin-F	1.0	182892	1	8688	0	1.0	False	1.0	False
5411	GO_0009150	purine ribonucleotide metabolic process	1.0	182892	2	8688	0	1.0	False	1.0	False
5412	GO_0042052	rhabdomere development	1.0	182892	1	8688	0	1.0	False	1.0	False
5413	CHEBI_33366	copper group element atom	1.0	182892	3	8688	0	1.0	False	1.0	False
5414	GO_0051936	gamma-aminobutyric acid reuptake	1.0	182892	1	8688	0	1.0	False	1.0	False
5415	PR_000010820	myosin-1	1.0	182892	1	8688	0	1.0	False	1.0	False
5416	GO_0034390	smooth muscle cell apoptotic process	1.0	182892	8	8688	0	1.0	False	1.0	False
5418	CHEBI_76897	beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-yl group	1.0	182892	1	8688	0	1.0	False	1.0	False
5336	UBERON_0002222	perichondrium	1.0	182892	18	8688	0	1.0	False	1.0	False
5101	PR_000000794	voltage-gated potassium channel KCNH5	1.0	182892	4	8688	0	1.0	False	1.0	False
5100	PR_000015630	SRSF protein kinase 2	1.0	182892	2	8688	0	1.0	False	1.0	False
5099	UBERON_0008253	Aristotle's lantern	1.0	182892	3	8688	0	1.0	False	1.0	False
4786	CHEBI_7582	nitrendipine	1.0	182892	2	8688	0	1.0	False	1.0	False
4787	CHEBI_63733	aldehyde hydrate	1.0	182892	2	8688	0	1.0	False	1.0	False
4788	CHEBI_64475	guaiacyl lignin	1.0	182892	1	8688	0	1.0	False	1.0	False
4789	GO_0043039	tRNA aminoacylation	1.0	182892	11	8688	0	1.0	False	1.0	False
4791	CHEBI_35582	isoindole	1.0	182892	7	8688	0	1.0	False	1.0	False
4792	UBERON_0006104	Brodmann (1909) area 36	1.0	182892	3	8688	0	1.0	False	1.0	False
4793	CHEBI_15722	peptidyl amide	1.0	182892	1	8688	0	1.0	False	1.0	False
4794	UBERON_0004703	dorsal thalamus	1.0	182892	1	8688	0	1.0	False	1.0	False
4796	UBERON_0005056	external female genitalia	1.0	182892	1	8688	0	1.0	False	1.0	False
4784	CHEBI_23089	chelate-forming peptide	1.0	182892	48	8688	0	1.0	False	1.0	False
4797	PR_000015020	calcium-binding mitochondrial carrier protein SCaMC-1	1.0	182892	1	8688	0	1.0	False	1.0	False
4799	CHEBI_50848	loteprednol	1.0	182892	1	8688	0	1.0	False	1.0	False
4800	UBERON_0009118	marsupium	1.0	182892	1	8688	0	1.0	False	1.0	False
4801	CHEBI_81555	Enterolactone	1.0	182892	1	8688	0	1.0	False	1.0	False
4802	CHEBI_7596	nitroprusside	1.0	182892	2	8688	0	1.0	False	1.0	False
4803	CHEBI_44811	2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine	1.0	182892	2	8688	0	1.0	False	1.0	False
4804	GO_0061024	membrane organization	1.0	182892	1	8688	0	1.0	False	1.0	False
4805	PR_000017152	ubiquitin carboxyl-terminal hydrolase 16	1.0	182892	2	8688	0	1.0	False	1.0	False
4806	UBERON_0001361	femoral vein	1.0	182892	3	8688	0	1.0	False	1.0	False
4807	GO_0009853	photorespiration	1.0	182892	6	8688	0	1.0	False	1.0	False
4798	UBERON_0001157	transverse colon	1.0	182892	1	8688	0	1.0	False	1.0	False
4808	GO_0044806	G-quadruplex DNA unwinding	1.0	182892	1	8688	0	1.0	False	1.0	False
4783	GO_0010040	response to iron(II) ion	1.0	182892	1	8688	0	1.0	False	1.0	False
4781	UBERON_0006670	central tendon of diaphragm	1.0	182892	8	8688	0	1.0	False	1.0	False
4760	CHEBI_31946	Oxendolone	1.0	182892	4	8688	0	1.0	False	1.0	False
4761	PR_000016839	tumor suppressor candidate 2	1.0	182892	1	8688	0	1.0	False	1.0	False
4762	UBERON_0004449	cerebral artery	1.0	182892	4	8688	0	1.0	False	1.0	False
4763	GO_0060560	developmental growth involved in morphogenesis	1.0	182892	1	8688	0	1.0	False	1.0	False
