	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_IGNORANCE_CATEGORY	TOTAL_SUCCESSES_IN_IGNORANCE_CATEGORY	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
9925	CHEBI_82350	5-Nitroacenaphthene	1.0	182892	2	33885	0	1.0	False	1.0	False
3476	GO_0044754	autolysosome	1.0	182892	1	33885	0	1.0	False	1.0	False
9843	CHEBI_15510	5-hydroxy-2-furoyl-CoA	1.0	182892	1	33885	0	1.0	False	1.0	False
9842	CHEBI_34939	prostaglandin D3	1.0	182892	1	33885	0	1.0	False	1.0	False
9841	GO_0006511	ubiquitin-dependent protein catabolic process	1.0	182892	1	33885	0	1.0	False	1.0	False
9840	UBERON_0018143	transverse process of cervical vertebra	1.0	182892	2	33885	0	1.0	False	1.0	False
3483	GO_0007096	regulation of exit from mitosis	1.0	182892	3	33885	0	1.0	False	1.0	False
9836	PR_000016391	Bax inhibitor 1	1.0	182892	1	33885	0	1.0	False	1.0	False
9835	GO_0051008	Hsp27 protein binding	1.0	182892	1	33885	0	1.0	False	1.0	False
9834	CHEBI_38849	blood substitute	1.0	182892	2	33885	0	1.0	False	1.0	False
3481	GO_0045252	oxoglutarate dehydrogenase complex	1.0	182892	1	33885	0	1.0	False	1.0	False
3393	CHEBI_29445	selenocyanate	1.0	182892	1	33885	0	1.0	False	1.0	False
9927	GO_0002572	pro-T cell differentiation	1.0	182892	1	33885	0	1.0	False	1.0	False
9928	GO_0042430	indole-containing compound metabolic process	1.0	182892	2	33885	0	1.0	False	1.0	False
3330	CHEBI_31411	Clidanac	1.0	182892	1	33885	0	1.0	False	1.0	False
3331	CHEBI_59650	amino fatty acid	1.0	182892	1	33885	0	1.0	False	1.0	False
3332	CHEBI_8776	ranitidine	1.0	182892	2	33885	0	1.0	False	1.0	False
10030	UBERON_0035106	raphe of perineum	1.0	182892	1	33885	0	1.0	False	1.0	False
3333	CHEBI_4630	diosmetin	1.0	182892	1	33885	0	1.0	False	1.0	False
3335	GO_0042277	peptide binding	1.0	182892	1	33885	0	1.0	False	1.0	False
10024	UBERON_0010151	duct of bulbourethral gland	1.0	182892	1	33885	0	1.0	False	1.0	False
3337	CL_0000574	erythrophore	1.0	182892	1	33885	0	1.0	False	1.0	False
3338	PR_000003564	ATP-binding cassette sub-family C member 9	1.0	182892	3	33885	0	1.0	False	1.0	False
10018	PR_000003681	actin, gamma-enteric smooth muscle	1.0	182892	1	33885	0	1.0	False	1.0	False
3339	GO_0031507	heterochromatin assembly	1.0	182892	1	33885	0	1.0	False	1.0	False
10014	UBERON_0003114	pharyngeal arch 3	1.0	182892	1	33885	0	1.0	False	1.0	False
10012	GO_0021995	neuropore closure	1.0	182892	2	33885	0	1.0	False	1.0	False
10011	UBERON_0008275	carapace	1.0	182892	1	33885	0	1.0	False	1.0	False
3340	CHEBI_9316	sufentanil	1.0	182892	1	33885	0	1.0	False	1.0	False
3345	GO_0019877	diaminopimelate biosynthetic process	1.0	182892	2	33885	0	1.0	False	1.0	False
3346	CHEBI_63595	5-{N-[4-(4-cyanostyryl)phenyl]-N-methylamino}pentanoic acid	1.0	182892	1	33885	0	1.0	False	1.0	False
10039	GO_0030244	cellulose biosynthetic process	1.0	182892	1	33885	0	1.0	False	1.0	False
3327	UBERON_0001606	muscle of iris	1.0	182892	1	33885	0	1.0	False	1.0	False
10041	GO_0019875	6-aminohexanoate-dimer hydrolase activity	1.0	182892	1	33885	0	1.0	False	1.0	False
3326	CHEBI_28555	1-chloro-2,2-bis(4-chlorophenyl)ethane	1.0	182892	2	33885	0	1.0	False	1.0	False
10075	CHEBI_82465	2-Ethylhexyl acrylate	1.0	182892	1	33885	0	1.0	False	1.0	False
10073	GO_0015706	nitrate transport	1.0	182892	1	33885	0	1.0	False	1.0	False
3311	GO_0046514	ceramide catabolic process	1.0	182892	1	33885	0	1.0	False	1.0	False
3313	GO_0010221	negative regulation of vernalization response	1.0	182892	1	33885	0	1.0	False	1.0	False
3314	GO_0035606	peptidyl-cysteine S-trans-nitrosylation	1.0	182892	1	33885	0	1.0	False	1.0	False
10068	CHEBI_31982	Perisoxal citrate	1.0	182892	1	33885	0	1.0	False	1.0	False
10067	GO_0042092	type 2 immune response	1.0	182892	1	33885	0	1.0	False	1.0	False
10066	PR_000017425	WD repeat domain phosphoinositide-interacting protein 1	1.0	182892	1	33885	0	1.0	False	1.0	False
3350	GO_0046819	protein secretion by the type V secretion system	1.0	182892	1	33885	0	1.0	False	1.0	False
10064	UBERON_0000389	lens cortex	1.0	182892	1	33885	0	1.0	False	1.0	False
10061	CHEBI_73835	beta-Ala-Phe	1.0	182892	2	33885	0	1.0	False	1.0	False
10060	GO_0009642	response to light intensity	1.0	182892	1	33885	0	1.0	False	1.0	False
3319	PR_000011516	nucleoporin NUP35	1.0	182892	1	33885	0	1.0	False	1.0	False
3320	PR_000007364	fibrillin-3	1.0	182892	1	33885	0	1.0	False	1.0	False
3323	CHEBI_86899	methyl-3,4-dimethoxycinnamate	1.0	182892	3	33885	0	1.0	False	1.0	False
10050	GO_0052042	positive regulation by symbiont of host programmed cell death	1.0	182892	1	33885	0	1.0	False	1.0	False
10049	GO_0090660	cerebrospinal fluid circulation	1.0	182892	2	33885	0	1.0	False	1.0	False
10048	GO_0070379	high mobility group box 1 binding	1.0	182892	1	33885	0	1.0	False	1.0	False
10063	UBERON_0013495	barbed keratin-coated spine	1.0	182892	1	33885	0	1.0	False	1.0	False
3053	CHEBI_75804	pppA2'p5'A2'p5'A2'p5'A2'p5'4A	1.0	182892	1	33885	0	1.0	False	1.0	False
10001	PR_000007502	fibroblast growth factor-binding protein 2	1.0	182892	1	33885	0	1.0	False	1.0	False
9998	CHEBI_38495	aluminium phosphide	1.0	182892	5	33885	0	1.0	False	1.0	False
3367	GO_0001974	blood vessel remodeling	1.0	182892	1	33885	0	1.0	False	1.0	False
9957	GO_0050690	regulation of defense response to virus by virus	1.0	182892	2	33885	0	1.0	False	1.0	False
9956	CHEBI_46927	dioxanecarboxylic acid	1.0	182892	3	33885	0	1.0	False	1.0	False
9953	GO_0008412	4-hydroxybenzoate octaprenyltransferase activity	1.0	182892	1	33885	0	1.0	False	1.0	False
3374	UBERON_0013558	Brodmann (1909) area 27	1.0	182892	3	33885	0	1.0	False	1.0	False
9949	PR_000000289	mitogen-activated protein kinase 1 isoform 1	1.0	182892	1	33885	0	1.0	False	1.0	False
9947	PR_000001611	melatonin-related receptor	1.0	182892	1	33885	0	1.0	False	1.0	False
3377	PR_000010059	melanoma-associated antigen 4	1.0	182892	1	33885	0	1.0	False	1.0	False
9941	CHEBI_75872	(R)-sarin	1.0	182892	15	33885	0	1.0	False	1.0	False
3386	CHEBI_73629	Phe-Asp-Cys	1.0	182892	4	33885	0	1.0	False	1.0	False
3388	PR_000014367	iporin	1.0	182892	2	33885	0	1.0	False	1.0	False
3389	GO_0010312	detoxification of zinc ion	1.0	182892	1	33885	0	1.0	False	1.0	False
9933	CHEBI_33259	elemental molecular entity	1.0	182892	2	33885	0	1.0	False	1.0	False
3391	SO_0001066	compositionally_biased_region_of_peptide	1.0	182892	1	33885	0	1.0	False	1.0	False
9931	CHEBI_32367	margaroyl group	1.0	182892	1	33885	0	1.0	False	1.0	False
3392	GO_0000160	phosphorelay signal transduction system	1.0	182892	1	33885	0	1.0	False	1.0	False
9929	CHEBI_17884	N(2)-phenylacetyl-L-glutamine	1.0	182892	2	33885	0	1.0	False	1.0	False
9959	GO_0019662	non-glycolytic fermentation	1.0	182892	1	33885	0	1.0	False	1.0	False
9962	GO_0061062	regulation of nematode larval development	1.0	182892	1	33885	0	1.0	False	1.0	False
3365	CHEBI_34944	RU 5135	1.0	182892	5	33885	0	1.0	False	1.0	False
9969	UBERON_0027221	adrenergic system	1.0	182892	1	33885	0	1.0	False	1.0	False
3352	CHEBI_35646	galanthan	1.0	182892	2	33885	0	1.0	False	1.0	False
9995	UBERON_0007822	vomeronasal cartilage	1.0	182892	1	33885	0	1.0	False	1.0	False
3353	CHEBI_68863	rel-(-)-(1R,4R,10R)-4-methoxycembra-2E,7E,11Z-trien-20,10-olide	1.0	182892	1	33885	0	1.0	False	1.0	False
9992	CHEBI_62087	1,2-dimyristoyl phosphatidyl-L-serine	1.0	182892	1	33885	0	1.0	False	1.0	False
3355	CHEBI_37978	silicon-32 atom	1.0	182892	1	33885	0	1.0	False	1.0	False
3356	GO_0006240	dCDP biosynthetic process	1.0	182892	1	33885	0	1.0	False	1.0	False
3357	GO_0042702	uterine wall growth	1.0	182892	1	33885	0	1.0	False	1.0	False
3358	SO_0001189	LNA_oligo	1.0	182892	2	33885	0	1.0	False	1.0	False
9999	UBERON_4200215	suture	1.0	182892	3	33885	0	1.0	False	1.0	False
9982	CHEBI_25640	octamethylcyclotetrasiloxane	1.0	182892	1	33885	0	1.0	False	1.0	False
9979	CHEBI_48219	disinfectant	1.0	182892	9	33885	0	1.0	False	1.0	False
9978	GO_0022410	circadian sleep/wake cycle process	1.0	182892	1	33885	0	1.0	False	1.0	False
9977	UBERON_0008778	epaxial musculature	1.0	182892	1	33885	0	1.0	False	1.0	False
9976	GO_0032456	endocytic recycling	1.0	182892	1	33885	0	1.0	False	1.0	False
9975	CHEBI_46768	fluoropyrrolidine	1.0	182892	1	33885	0	1.0	False	1.0	False
3363	CHEBI_46852	N-(sulfoalkyl)piperazine	1.0	182892	1	33885	0	1.0	False	1.0	False
9972	SO_0001844	CuRE	1.0	182892	1	33885	0	1.0	False	1.0	False
9970	GO_0006407	rRNA export from nucleus	1.0	182892	3	33885	0	1.0	False	1.0	False
9981	CHEBI_24169	galactosyllipopolysaccharide	1.0	182892	1	33885	0	1.0	False	1.0	False
9800	CHEBI_59752	bolaamphiphile	1.0	182892	4	33885	0	1.0	False	1.0	False
10349	PR_000001444	cadherin-5	1.0	182892	1	33885	0	1.0	False	1.0	False
10354	GO_0017014	protein nitrosylation	1.0	182892	1	33885	0	1.0	False	1.0	False
2707	CHEBI_52633	molybdenum-95	1.0	182892	1	33885	0	1.0	False	1.0	False
10724	CHEBI_27416	nicotinamide hypoxanthine dinucleotide	1.0	182892	1	33885	0	1.0	False	1.0	False
2708	UBERON_0012504	adventitia of esophagus	1.0	182892	1	33885	0	1.0	False	1.0	False
2711	PR_000006319	m7GpppN-mRNA hydrolase	1.0	182892	2	33885	0	1.0	False	1.0	False
10719	GO_2000194	regulation of female gonad development	1.0	182892	1	33885	0	1.0	False	1.0	False
10718	CHEBI_83268	oxathiapiprolin	1.0	182892	1	33885	0	1.0	False	1.0	False
2713	GO_0019751	polyol metabolic process	1.0	182892	1	33885	0	1.0	False	1.0	False
10716	CHEBI_4986	fatty acid methyl ester	1.0	182892	1	33885	0	1.0	False	1.0	False
2714	CHEBI_76528	2-acyl-sn-glycero-3-phospho-(1'-sn-glycerol)(1-)	1.0	182892	1	33885	0	1.0	False	1.0	False
10713	GO_0005757	mitochondrial permeability transition pore complex	1.0	182892	1	33885	0	1.0	False	1.0	False
2715	UBERON_0003992	fourth ventricle lateral aperture	1.0	182892	1	33885	0	1.0	False	1.0	False
2716	UBERON_0011193	inferior ophthalmic vein	1.0	182892	1	33885	0	1.0	False	1.0	False
2717	GO_0050992	dimethylallyl diphosphate biosynthetic process	1.0	182892	1	33885	0	1.0	False	1.0	False
10704	UBERON_0004024	medial ganglionic eminence	1.0	182892	1	33885	0	1.0	False	1.0	False
2724	CHEBI_83800	daclatasvir hydrochloride	1.0	182892	2	33885	0	1.0	False	1.0	False
10700	GO_0034470	ncRNA processing	1.0	182892	1	33885	0	1.0	False	1.0	False
2725	CHEBI_46958	vanillylamine	1.0	182892	1	33885	0	1.0	False	1.0	False
10726	UBERON_0012643	plume	1.0	182892	1	33885	0	1.0	False	1.0	False
2730	GO_0007547	germ-line processes downstream of sex determination signal	1.0	182892	1	33885	0	1.0	False	1.0	False
2702	CHEBI_31305	Bromperidol	1.0	182892	1	33885	0	1.0	False	1.0	False
10730	PR_000001445	discoidin domain-containing receptor 1	1.0	182892	1	33885	0	1.0	False	1.0	False
10756	CHEBI_44811	2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine	1.0	182892	2	33885	0	1.0	False	1.0	False
10755	UBERON_0013491	cervical fascia	1.0	182892	1	33885	0	1.0	False	1.0	False
2680	CHEBI_528968	1-O-(alpha-D-galactopyranosyl)-N-(8-phenyloctanoyl)phytosphingosine	1.0	182892	1	33885	0	1.0	False	1.0	False
10753	PR_000004687	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	1.0	182892	1	33885	0	1.0	False	1.0	False
10752	UBERON_0005968	infundibulum of hair follicle	1.0	182892	2	33885	0	1.0	False	1.0	False
2690	UBERON_0010136	epithelial sheet	1.0	182892	1	33885	0	1.0	False	1.0	False
10746	UBERON_0006606	mandibular symphysis	1.0	182892	1	33885	0	1.0	False	1.0	False
2692	CL_0002678	memory regulatory T cell	1.0	182892	1	33885	0	1.0	False	1.0	False
10744	CHEBI_29991	L-aspartate(1-)	1.0	182892	1	33885	0	1.0	False	1.0	False
2693	GO_0006598	polyamine catabolic process	1.0	182892	3	33885	0	1.0	False	1.0	False
10742	CHEBI_85070	N-(trimethylsilyl)diethylamine	1.0	182892	2	33885	0	1.0	False	1.0	False
10741	UBERON_0018300	upper canine 1	1.0	182892	1	33885	0	1.0	False	1.0	False
10740	CHEBI_30093	hydrazinyl	1.0	182892	1	33885	0	1.0	False	1.0	False
10739	CHEBI_60033	lipid II(3-)	1.0	182892	1	33885	0	1.0	False	1.0	False
2695	CHEBI_16822	choline sulfate	1.0	182892	1	33885	0	1.0	False	1.0	False
2699	GO_0006786	heme C biosynthetic process	1.0	182892	1	33885	0	1.0	False	1.0	False
2700	CHEBI_73472	kynuramine	1.0	182892	1	33885	0	1.0	False	1.0	False
10728	CHEBI_78544	GSK3-XIII	1.0	182892	1	33885	0	1.0	False	1.0	False
10695	PR_000005040	caspase recruitment domain-containing protein 8	1.0	182892	1	33885	0	1.0	False	1.0	False
10694	PR_000017551	14-3-3 protein eta	1.0	182892	1	33885	0	1.0	False	1.0	False
2732	GO_0060531	neuroendocrine cell differentiation involved in prostate gland acinus development	1.0	182892	2	33885	0	1.0	False	1.0	False
2770	UBERON_0004456	entire sense organ system	1.0	182892	1	33885	0	1.0	False	1.0	False
2775	CHEBI_68837	pectate	1.0	182892	1	33885	0	1.0	False	1.0	False
2778	PR_000015797	syntaxin-5	1.0	182892	1	33885	0	1.0	False	1.0	False
10642	CHEBI_33281	antimicrobial agent	1.0	182892	1	33885	0	1.0	False	1.0	False
2779	UBERON_0013280	diaphysis of tibia	1.0	182892	1	33885	0	1.0	False	1.0	False
2785	PR_000014703	glia-derived nexin	1.0	182892	1	33885	0	1.0	False	1.0	False
10635	GO_0034707	chloride channel complex	1.0	182892	1	33885	0	1.0	False	1.0	False
10634	UBERON_0018370	ventral lateral line	1.0	182892	2	33885	0	1.0	False	1.0	False
2786	UBERON_0003706	laryngeal vocal fold	1.0	182892	2	33885	0	1.0	False	1.0	False
10631	CHEBI_35030	trimipramine maleate	1.0	182892	1	33885	0	1.0	False	1.0	False
2789	GO_0060096	serotonin secretion, neurotransmission	1.0	182892	1	33885	0	1.0	False	1.0	False
2790	GO_0042645	mitochondrial nucleoid	1.0	182892	1	33885	0	1.0	False	1.0	False
2792	CHEBI_70726	hesperadin	1.0	182892	1	33885	0	1.0	False	1.0	False
10624	PR_000017289	neurosecretory protein VGF	1.0	182892	1	33885	0	1.0	False	1.0	False
10623	CHEBI_38015	alkylammonium sulfate	1.0	182892	1	33885	0	1.0	False	1.0	False
10622	UBERON_0007148	lumen of hindgut	1.0	182892	1	33885	0	1.0	False	1.0	False
2797	CHEBI_34905	paraquat	1.0	182892	2	33885	0	1.0	False	1.0	False
10650	GO_0009937	regulation of gibberellic acid mediated signaling pathway	1.0	182892	1	33885	0	1.0	False	1.0	False
10651	GO_0035303	regulation of dephosphorylation	1.0	182892	1	33885	0	1.0	False	1.0	False
10653	CHEBI_37517	benzocycloheptene	1.0	182892	2	33885	0	1.0	False	1.0	False
10654	UBERON_0001735	tonsillar ring	1.0	182892	2	33885	0	1.0	False	1.0	False
2735	CHEBI_5537	granisetron	1.0	182892	2	33885	0	1.0	False	1.0	False
10688	CHEBI_8602	pseudobaptigenin	1.0	182892	3	33885	0	1.0	False	1.0	False
10685	CHEBI_28921	7-methyladenine	1.0	182892	4	33885	0	1.0	False	1.0	False
10683	CHEBI_27710	diethyl sulfide	1.0	182892	1	33885	0	1.0	False	1.0	False
10681	CHEBI_60911	racemate	1.0	182892	1	33885	0	1.0	False	1.0	False
10679	CHEBI_80000	GSK 4716	1.0	182892	1	33885	0	1.0	False	1.0	False
10678	CHEBI_35494	D-cystine	1.0	182892	1	33885	0	1.0	False	1.0	False
10675	GO_0046723	malic acid secretion	1.0	182892	1	33885	0	1.0	False	1.0	False
2676	CHEBI_75283	miltefosine	1.0	182892	1	33885	0	1.0	False	1.0	False
2750	UBERON_0001750	lacrimal apparatus	1.0	182892	1	33885	0	1.0	False	1.0	False
2755	CHEBI_38356	trans-hex-4-enoic acid	1.0	182892	4	33885	0	1.0	False	1.0	False
10667	CHEBI_87207	pyrimidine fungicide	1.0	182892	6	33885	0	1.0	False	1.0	False
10665	CHEBI_77578	monoalkyl-sn-glycero-3-phosphoethanolamine zwitterion	1.0	182892	1	33885	0	1.0	False	1.0	False
10664	GO_0007304	chorion-containing eggshell formation	1.0	182892	3	33885	0	1.0	False	1.0	False
2758	CL_0002662	luminal cell of lactiferous duct	1.0	182892	1	33885	0	1.0	False	1.0	False
10660	CHEBI_38437	tetrachloromuconic acid	1.0	182892	1	33885	0	1.0	False	1.0	False
2763	CHEBI_32236	Toborinone	1.0	182892	1	33885	0	1.0	False	1.0	False
10656	CHEBI_22888	biphenyls	1.0	182892	2	33885	0	1.0	False	1.0	False
10671	CHEBI_52286	norbornene	1.0	182892	1	33885	0	1.0	False	1.0	False
10619	GO_0016584	nucleosome positioning	1.0	182892	1	33885	0	1.0	False	1.0	False
2674	CHEBI_25242	methyl (+)-7-isojasmonate	1.0	182892	1	33885	0	1.0	False	1.0	False
2667	PR_000014050	ribonuclease 7	1.0	182892	1	33885	0	1.0	False	1.0	False
10860	UBERON_0003323	mesenchyme of upper jaw	1.0	182892	1	33885	0	1.0	False	1.0	False
10859	GO_0002225	positive regulation of antimicrobial peptide production	1.0	182892	1	33885	0	1.0	False	1.0	False
10856	GO_0048652	polyphenic determination, influence by genetic factors	1.0	182892	1	33885	0	1.0	False	1.0	False
10853	UBERON_0001665	triceps surae	1.0	182892	1	33885	0	1.0	False	1.0	False
2572	UBERON_0015125	anterior internodal tract	1.0	182892	1	33885	0	1.0	False	1.0	False
10849	CHEBI_78328	scutellarein(1-)	1.0	182892	1	33885	0	1.0	False	1.0	False
10846	UBERON_0010209	plica semilunaris of conjunctiva	1.0	182892	1	33885	0	1.0	False	1.0	False
10845	PR_000017296	villin-1	1.0	182892	2	33885	0	1.0	False	1.0	False
10842	CHEBI_35338	amphetamines	1.0	182892	1	33885	0	1.0	False	1.0	False
10841	PR_000008947	insulin-like growth factor-binding protein 1	1.0	182892	1	33885	0	1.0	False	1.0	False
2581	CHEBI_3390	carbaryl	1.0	182892	1	33885	0	1.0	False	1.0	False
2582	CHEBI_33396	nobelium	1.0	182892	1	33885	0	1.0	False	1.0	False
10838	GO_0007127	meiosis I	1.0	182892	2	33885	0	1.0	False	1.0	False
10836	CHEBI_38223	diamantane	1.0	182892	1	33885	0	1.0	False	1.0	False
10834	CHEBI_65934	furowanin B	1.0	182892	1	33885	0	1.0	False	1.0	False
2588	GO_0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	1.0	182892	1	33885	0	1.0	False	1.0	False
10830	UBERON_0003258	endoderm of foregut	1.0	182892	1	33885	0	1.0	False	1.0	False
2560	GO_0002437	inflammatory response to antigenic stimulus	1.0	182892	2	33885	0	1.0	False	1.0	False
2589	GO_0090465	arginine homeostasis	1.0	182892	1	33885	0	1.0	False	1.0	False
10862	CHEBI_5819	hydroxyzine hydrochloride	1.0	182892	1	33885	0	1.0	False	1.0	False
10864	CHEBI_2885	Aspidoalbine	1.0	182892	1	33885	0	1.0	False	1.0	False
2529	CHEBI_35415	alpha-amino-acid residue cation	1.0	182892	1	33885	0	1.0	False	1.0	False
10892	PR_000012078	otospiralin	1.0	182892	1	33885	0	1.0	False	1.0	False
10891	GO_0043335	protein unfolding	1.0	182892	1	33885	0	1.0	False	1.0	False
10890	CHEBI_27974	estriol	1.0	182892	5	33885	0	1.0	False	1.0	False
2531	UBERON_0005302	female preputial gland	1.0	182892	1	33885	0	1.0	False	1.0	False
2532	UBERON_0001497	muscle of pelvic girdle	1.0	182892	1	33885	0	1.0	False	1.0	False
10886	CHEBI_33466	monoatomic phosphorus	1.0	182892	1	33885	0	1.0	False	1.0	False
10884	GO_0042082	GSI anchor biosynthetic process	1.0	182892	2	33885	0	1.0	False	1.0	False
10881	GO_0009553	embryo sac development	1.0	182892	4	33885	0	1.0	False	1.0	False
2543	CHEBI_35567	4H-1,2,3-triazole	1.0	182892	1	33885	0	1.0	False	1.0	False
2544	CHEBI_75840	2-keto-3-deoxy-L-galactonic acid	1.0	182892	1	33885	0	1.0	False	1.0	False
10877	CHEBI_30217	helium atom	1.0	182892	1	33885	0	1.0	False	1.0	False
10874	CHEBI_64826	2,5-dimethylbenzoate	1.0	182892	2	33885	0	1.0	False	1.0	False
2551	UBERON_0004066	frontonasal prominence	1.0	182892	1	33885	0	1.0	False	1.0	False
10870	CL_0002071	enterocyte of epithelium of large intestine	1.0	182892	1	33885	0	1.0	False	1.0	False
2557	GO_0030239	myofibril assembly	1.0	182892	2	33885	0	1.0	False	1.0	False
2559	CHEBI_40154	5-fluorouridine	1.0	182892	3	33885	0	1.0	False	1.0	False
10863	GO_0006105	succinate metabolic process	1.0	182892	1	33885	0	1.0	False	1.0	False
2590	CHEBI_39475	pentamethyldiethylenetriamine	1.0	182892	2	33885	0	1.0	False	1.0	False
10827	PR_000011379	atrial natriuretic peptide receptor 3	1.0	182892	1	33885	0	1.0	False	1.0	False
2592	GO_0048011	neurotrophin TRK receptor signaling pathway	1.0	182892	1	33885	0	1.0	False	1.0	False
2648	UBERON_0004291	heart rudiment	1.0	182892	1	33885	0	1.0	False	1.0	False
10783	CHEBI_29861	perylene	1.0	182892	2	33885	0	1.0	False	1.0	False
2652	UBERON_0008960	melon organ	1.0	182892	1	33885	0	1.0	False	1.0	False
10780	GO_0071744	IgE B cell receptor complex	1.0	182892	5	33885	0	1.0	False	1.0	False
2656	SO_0001304	N6_glycinylcarbamoyladenosine	1.0	182892	1	33885	0	1.0	False	1.0	False
10777	CHEBI_36274	glycochenodeoxycholic acid	1.0	182892	1	33885	0	1.0	False	1.0	False
10776	UBERON_0004089	midface	1.0	182892	5	33885	0	1.0	False	1.0	False
2658	PR_000004717	transcription factor TFIIIB component B''	1.0	182892	4	33885	0	1.0	False	1.0	False
10774	UBERON_0001291	thick ascending limb of loop of Henle	1.0	182892	1	33885	0	1.0	False	1.0	False
10773	CHEBI_35847	tenidap	1.0	182892	1	33885	0	1.0	False	1.0	False
10772	CHEBI_46887	acetyl	1.0	182892	2	33885	0	1.0	False	1.0	False
10770	CHEBI_36711	phosphoethanolamine	1.0	182892	1	33885	0	1.0	False	1.0	False
2662	CHEBI_29752	arsenide(3-)	1.0	182892	1	33885	0	1.0	False	1.0	False
10768	CHEBI_26959	thiocarboxylic ester	1.0	182892	1	33885	0	1.0	False	1.0	False
2663	CHEBI_46661	asbestos	1.0	182892	3	33885	0	1.0	False	1.0	False
2666	GO_1990110	callus formation	1.0	182892	1	33885	0	1.0	False	1.0	False
10765	UBERON_0008982	fascia	1.0	182892	2	33885	0	1.0	False	1.0	False
2647	GO_0031371	ubiquitin conjugating enzyme complex	1.0	182892	1	33885	0	1.0	False	1.0	False
2641	GO_0033206	meiotic cytokinesis	1.0	182892	1	33885	0	1.0	False	1.0	False
2639	CHEBI_66469	senegin III	1.0	182892	1	33885	0	1.0	False	1.0	False
2637	UBERON_0004642	third ventricle ependyma	1.0	182892	1	33885	0	1.0	False	1.0	False
2595	CL_1000600	lower urinary tract cell	1.0	182892	1	33885	0	1.0	False	1.0	False
10820	CHEBI_80103	C15815	1.0	182892	1	33885	0	1.0	False	1.0	False
10819	GO_0050738	fructosyltransferase activity	1.0	182892	1	33885	0	1.0	False	1.0	False
2603	GO_0021728	inferior reticular formation development	1.0	182892	1	33885	0	1.0	False	1.0	False
10815	CHEBI_35207	radioactive tracer	1.0	182892	2	33885	0	1.0	False	1.0	False
2607	GO_1901033	positive regulation of response to reactive oxygen species	1.0	182892	1	33885	0	1.0	False	1.0	False
10813	CHEBI_82300	1-Chloro-2-methylpropene	1.0	182892	2	33885	0	1.0	False	1.0	False
2608	PR_000005165	CMRF35-like molecule 6	1.0	182892	1	33885	0	1.0	False	1.0	False
10763	CHEBI_80050	Lyngbyatoxin	1.0	182892	1	33885	0	1.0	False	1.0	False
2612	CHEBI_66749	phomoxanthone A	1.0	182892	1	33885	0	1.0	False	1.0	False
2619	UBERON_0002423	hepatobiliary system	1.0	182892	232	33885	6	1.0	False	1.0	False
10805	GO_0009907	response to photoperiod, red light	1.0	182892	1	33885	0	1.0	False	1.0	False
10802	SO_0002028	sORF	1.0	182892	1	33885	0	1.0	False	1.0	False
2624	CHEBI_78768	1-heptadecanoyl-2-arachidonoyl-sn-glycero-3-phosphate(2-)	1.0	182892	1	33885	0	1.0	False	1.0	False
2627	UBERON_0013528	Brodmann (1909) area 11	1.0	182892	1	33885	0	1.0	False	1.0	False
2630	CHEBI_82533	Sepiolite	1.0	182892	1	33885	0	1.0	False	1.0	False
10794	UBERON_0004109	cortex of humerus	1.0	182892	1	33885	0	1.0	False	1.0	False
2633	CHEBI_39113	jasmolin I	1.0	182892	1	33885	0	1.0	False	1.0	False
2614	GO_0060857	establishment of glial blood-brain barrier	1.0	182892	1	33885	0	1.0	False	1.0	False
2798	UBERON_0012303	ureteral orifice	1.0	182892	4	33885	0	1.0	False	1.0	False
10617	UBERON_0001168	wall of small intestine	1.0	182892	1	33885	0	1.0	False	1.0	False
2799	GO_0002341	central B cell anergy	1.0	182892	1	33885	0	1.0	False	1.0	False
2966	CHEBI_67285	epoxyazadiradione	1.0	182892	1	33885	0	1.0	False	1.0	False
2969	CHEBI_50924	sorafenib	1.0	182892	2	33885	0	1.0	False	1.0	False
10442	CHEBI_81797	cyflufenamid	1.0	182892	4	33885	0	1.0	False	1.0	False
2972	GO_0031024	interphase microtubule organizing center assembly	1.0	182892	1	33885	0	1.0	False	1.0	False
2976	GO_0000091	mitotic anaphase A	1.0	182892	2	33885	0	1.0	False	1.0	False
2978	GO_0006863	purine nucleobase transport	1.0	182892	1	33885	0	1.0	False	1.0	False
10437	CHEBI_26863	teasterone	1.0	182892	1	33885	0	1.0	False	1.0	False
2979	UBERON_0001140	renal vein	1.0	182892	2	33885	0	1.0	False	1.0	False
10435	PR_000001894	natural cytotoxicity triggering receptor 2	1.0	182892	1	33885	0	1.0	False	1.0	False
10432	UBERON_0002814	posterior superior fissure of cerebellum	1.0	182892	1	33885	0	1.0	False	1.0	False
2983	UBERON_0000487	simple squamous epithelium	1.0	182892	1	33885	0	1.0	False	1.0	False
2984	CHEBI_82295	Bitumens	1.0	182892	1	33885	0	1.0	False	1.0	False
2987	GO_0006620	posttranslational protein targeting to endoplasmic reticulum membrane	1.0	182892	1	33885	0	1.0	False	1.0	False
