DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
6/2018,PMC6011374,"Therefore, the protective role of high 25(OH)D 15 ± 1 weeks’ gestation against GDM, as seen with a decreased risk of GDM in women within the ‘high’ quartile of standardised vitamin D compared to moderate-high, is consistent with knowledge about vitamin D and diabetes","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('consistent', 'INCOMPLETE_EVIDENCE')]"
6/2018,PMC6011374,This is also consistent with another study that observed an increased risk of GDM with vitamin D deficiency in early pregnancy (aOR: 3.40; 95% CI: 2.03–4.98 [17]) and offers potential physiological connections between vitamin D status and the progression of insulin resistance in pregnant women,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('consistent', 'INCOMPLETE_EVIDENCE'), ('potential', 'INCOMPLETE_EVIDENCE'), ('connections', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,Vitamin D metabolism in the placenta has been shown to be influenced by testosterone production and thus varies by fetal sex [35],"{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('influenced', 'SUPERFICIAL_RELATIONSHIP'), ('thus', 'PROBABLE_UNDERSTANDING')]"
6/2018,PMC6011374,"In this study, we observed marginal sex-specific differences between early pregnancy vitamin D status and pregnancy outcome where by high vitamin D status and carrying a male fetus was moderately associated with decreasing the risk of having any pregnancy complication","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"Indeed, for the risk of GDM an opposite effect of vitamin D status in early pregnancy was observed depending on fetal sex","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('opposite', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('depending_on', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,This is similar to that which has previously been shown in the relationship between vitamin D status at ≤26 weeks’ gestation and placental pathology in pregnancy [51] suggesting that male and female fetuses respond differently to maternal vitamin D status,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('previously', 'INCOMPLETE_EVIDENCE'), ('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('suggesting', 'INCOMPLETE_EVIDENCE')]"
6/2018,PMC6011374,"Indeed many of the studies that have assessed the association between vitamin D status and adverse pregnancy outcome that have reported statistically significant differences have been in populations with higher rates of vitamin D deficiency [2,4]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('association', 'SUPERFICIAL_RELATIONSHIP'), ('have...been', 'INCOMPLETE_EVIDENCE')]"
6/2018,PMC6011374,High dose (> 2000 IU) vitamin D supplementation is associated with decreasing risk of pregnancy complications [23–25],{'SUPERFICIAL_RELATIONSHIP'},"[('associated', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"In conclusion, once standardised against month of sampling, we demonstrate a protective effect of high vitamin D with GDM",{'SUPERFICIAL_RELATIONSHIP'},"[('effect', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"A possible connection between fetal sex, vitamin D status and pregnancy complications reveals further questions and encourages continual research and discussion into the role of vitamin D in pregnancy, particularly in vitamin D replete populations","{'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('possible', 'INCOMPLETE_EVIDENCE'), ('connection', 'SUPERFICIAL_RELATIONSHIP'), ('reveals', 'INCOMPLETE_EVIDENCE'), ('further questions', 'FUTURE_WORK'), ('encourages ... research', 'FUTURE_WORK'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
7/2018,PMC6039335,Few in vivo studies have been performed on the effect of vitamin D on beef marbling,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('few...studies', 'INCOMPLETE_EVIDENCE'), ('have...been', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
7/2018,PMC6039335,"While vitamin A restriction improves marbling, but vitamin D restriction did not significantly affect marbling in Angus crossbred steers [133]","{'ANOMALY_CURIOUS_FINDING', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ANOMALY_CURIOUS_FINDING'), ('affect', 'SUPERFICIAL_RELATIONSHIP')]"
7/2018,PMC6039335,Further study is needed to clarify the effects of dietary vitamin D on MS and QG in beef cattle,"{'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('further_study', 'FUTURE_WORK'), ('study...is_needed', 'FUTURE_WORK'), ('effects', 'SUPERFICIAL_RELATIONSHIP')]"
7/2018,PMC6039335,"Smith et al [145] suggested a possible connection between 1,25-dihydroxyvitamin D3and calcium homeostasis in the regulation of marbling","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('suggested', 'INCOMPLETE_EVIDENCE'), ('possible', 'INCOMPLETE_EVIDENCE'), ('connection', 'SUPERFICIAL_RELATIONSHIP')]"
